metadata: music UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: music,locus: locus,locus: from,locus: to,dimensions: type,dimensions: height,dimensions: max height,dimensions: min height,dimensions: width,dimensions: max width,dimensions: min width,dimensions: unit,people: name(s),people: ID(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Lat_misc_b_15_music_3,manuscript_6562,Lat_misc,MS_Lat_misc_b_15,MS. Lat. misc. b. 15,part,MS. Lat. misc. b. 15 – Part 11,MS_Lat_misc_b_15-part11,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_misc_c_21_music_1,manuscript_6582,Lat_misc,MS_Lat_misc_c_21,MS. Lat. misc. c. 21,manuscript-composite,MS. Lat. misc. c. 21 – Part 1 MS. Lat. misc. c. 21 – Part 2,MS_Lat_misc_c_21,Notation (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_misc_c_91_music_1,manuscript_6599,Lat_misc,MS_Lat_misc_c_91,MS. Lat. misc. c. 91,part,,MS_Lat_misc_c_91-part1,Notation on staves of four lines.,,,,,,,,,,,,,,,,
MS_Lat_misc_e_42_music_1,manuscript_6656,Lat_misc,MS_Lat_misc_e_42,MS. Lat. misc. e. 42,manuscript-composite,MS. Lat. misc. e. 42 – Part 1 MS. Lat. misc. e. 42 – Part 2 MS. Lat. misc. e. 42 – Part 3,MS_Lat_misc_e_42,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_misc_e_82_music_1,manuscript_6662,Lat_misc,MS_Lat_misc_e_82,MS. Lat. misc. e. 82,manuscript,,MS_Lat_misc_e_82,Neums (fol. 111 seq.),,,,,,,,,,,,,,,,
MS_Lat_misc_f_18_music_1,manuscript_6674,Lat_misc,MS_Lat_misc_f_18,MS. Lat. misc. f. 18,manuscript,,MS_Lat_misc_f_18,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_4_music_1,manuscript_7200,Laud_Misc,MS_Laud_Misc_4,MS. Laud Misc. 4,manuscript,,MS_Laud_Misc_4,Neumatic notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_73_music_1,manuscript_7507,Laud_Misc,MS_Laud_Misc_73,MS. Laud Misc. 73,manuscript,,MS_Laud_Misc_73,Neums (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_78_music_1,manuscript_7538,Laud_Misc,MS_Laud_Misc_78,MS. Laud Misc. 78,manuscript,,MS_Laud_Misc_78,Notation on staves of four lines (fol. 1r),,,,,,,,,,,,,,,,
MS_Laud_Misc_84_music_1,manuscript_7545,Laud_Misc,MS_Laud_Misc_84,MS. Laud Misc. 84,manuscript,,MS_Laud_Misc_84,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_106_music_1,manuscript_6915,Laud_Misc,MS_Laud_Misc_106,MS. Laud Misc. 106,manuscript,,MS_Laud_Misc_106,fols. ii recto-verso: some texts with neums.,,,,,,,,,,,,,,,,
MS_Laud_Misc_114_music_1,manuscript_6923,Laud_Misc,MS_Laud_Misc_114,MS. Laud Misc. 114,part,"MS. Laud misc. 114, fols 69–84",MS_Laud_Misc_114-part4,Neumes sketched at the foot of fol. 79r.,fol. 79r,79r,79r,,,,,,,,,,,,,
MS_Laud_Misc_120_music_1,manuscript_6930,Laud_Misc,MS_Laud_Misc_120,MS. Laud Misc. 120,manuscript,,MS_Laud_Misc_120,"Added neums of the Würzburg type, fol. 164v (see item 3).",,,,,,,,,,,,,,,,
MS_Laud_Misc_124_music_1,manuscript_6934,Laud_Misc,MS_Laud_Misc_124,MS. Laud Misc. 124,manuscript,,MS_Laud_Misc_124,"Neums, fol. 122v.",,,,,,,,,,,,,,,,
MS_Laud_Misc_132_music_1,manuscript_6942,Laud_Misc,MS_Laud_Misc_132,MS. Laud Misc. 132,fragment,MS. Laud Misc. 132 - endleaves (fols. 75-6),MS_Laud_Misc_132_endleaves-2,Neums.,,,,,,,,,,,,,,,,
MS_Laud_Misc_143_music_1,manuscript_6953,Laud_Misc,MS_Laud_Misc_143,MS. Laud Misc. 143,part,,MS_Laud_Misc_143-part1,Noted.,,,,,,,,,,,,,,,,
MS_Laud_Misc_148_music_1,manuscript_6958,Laud_Misc,MS_Laud_Misc_148,MS. Laud Misc. 148,manuscript,,MS_Laud_Misc_148,Neumes (fol. iii verso).,,,,,,,,,,,,,,,,
MS_Laud_Misc_157_music_1,manuscript_6966,Laud_Misc,MS_Laud_Misc_157,MS. Laud Misc. 157,manuscript,,MS_Laud_Misc_157,"On f. 228v some neums, the St Gall type, 12th century.",,,,,,,,,,,,,,,,
MS_Laud_Misc_164_music_1,manuscript_6973,Laud_Misc,MS_Laud_Misc_164,MS. Laud Misc. 164,manuscript,,MS_Laud_Misc_164,Square notation in 2 col. on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Laud_Misc_237_music_1,manuscript_7048,Laud_Misc,MS_Laud_Misc_237,MS. Laud Misc. 237,part,MS. Laud Misc. 237 - binding fragments,MS_Laud_Misc_237-part7,Hufnagelnotation,,,,,,,,,,,,,,,,
MS_Laud_Misc_248_music_1,manuscript_7060,Laud_Misc,MS_Laud_Misc_248,MS. Laud Misc. 248,part,MS. Laud Misc. 248 – Part 1 (fols. 1–153),MS_Laud_Misc_248-part1,"Fol. 129v, added notation in the lower margin.",,,,,,,,,,,,,,,,
MS_Laud_Misc_252_music_1,manuscript_7065,Laud_Misc,MS_Laud_Misc_252,MS. Laud Misc. 252,part,MS. Laud Misc. 252 – Part C (pp. 210b–e),MS_Laud_Misc_252-part3,"Neums, p. 210d; Würzburg type.",p. 210d,210d,210d,,,,,,,,,,,,,
MS_Laud_Misc_253_music_1,manuscript_7066,Laud_Misc,MS_Laud_Misc_253,MS. Laud Misc. 253,manuscript,,MS_Laud_Misc_253,Square notation on 13–4 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Laud_Misc_254_music_1,manuscript_7067,Laud_Misc,MS_Laud_Misc_254,MS. Laud Misc. 254,manuscript,,MS_Laud_Misc_254,"Interlinear neums added, fol. 105r (Bischoff 2004).",,,,,,,,,,,,,,,,
MS_Laud_Misc_263_music_1,manuscript_7076,Laud_Misc,MS_Laud_Misc_263,MS. Laud Misc. 263,manuscript,,MS_Laud_Misc_263,"Neums, fols. 1r and 81v.",1r 81v,1r 81v,1r 81v,,,,,,,,,,,,,
MS_Laud_Misc_267_music_1,manuscript_7080,Laud_Misc,MS_Laud_Misc_267,MS. Laud Misc. 267,manuscript,,MS_Laud_Misc_267,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_273_music_1,manuscript_7086,Laud_Misc,MS_Laud_Misc_273,MS. Laud Misc. 273,manuscript,,MS_Laud_Misc_273,"Adiastematic, non-rhythmical neums, in the added prefaces (fol. 93v) Gothic notation on staves of 4 lines (3 black, 1 red).",,,,,,,,,,,,,,,,
MS_Laud_Misc_276_music_1,manuscript_7089,Laud_Misc,MS_Laud_Misc_276,MS. Laud Misc. 276,manuscript,,MS_Laud_Misc_276,"Neums in the margin, fol. 85r.",,,,,,,,,,,,,,,,
MS_Laud_Misc_278_music_1,manuscript_7091,Laud_Misc,MS_Laud_Misc_278,MS. Laud Misc. 278,fragment,,MS_Laud_Misc_278-endleaf-fol364,Neums,,,,,,,,,,,,,,,,
MS_Laud_Misc_282_music_1,manuscript_7096,Laud_Misc,MS_Laud_Misc_282,MS. Laud Misc. 282,manuscript,,MS_Laud_Misc_282,"Gothic notation on 5 lines (3 black, 1 yellow, 1 red)",,,,,,,,,,,,,,,,
MS_Laud_Misc_284_music_1,manuscript_7097,Laud_Misc,MS_Laud_Misc_284,MS. Laud Misc. 284,manuscript-composite,"MS. Laud Misc. 284 - endleaf (fol. ii) MS. Laud Misc. 284 – Part A (fols. 1–93, 95–118) MS. Laud Misc. 284 – Part B (fols. 119–268) MS. Laud Misc. 284 – Part C (fols. 94, 118, 269–272)",MS_Laud_Misc_284,Notation (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_284_music_2,manuscript_7097,Laud_Misc,MS_Laud_Misc_284,MS. Laud Misc. 284,part,"MS. Laud Misc. 284 – Part A (fols. 1–93, 95–118)",MS_Laud_Misc_284-partA,"The music written in thick neums: adiastematic, non-rhythmical notation.",,,,,,,,,,,,,,,,
MS_Laud_Misc_299_music_1,manuscript_7112,Laud_Misc,MS_Laud_Misc_299,MS. Laud Misc. 299,manuscript,,MS_Laud_Misc_299,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_302_music_1,manuscript_7115,Laud_Misc,MS_Laud_Misc_302,MS. Laud Misc. 302,manuscript,,MS_Laud_Misc_302,Square notation on 14 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Laud_Misc_305_music_1,manuscript_7116,Laud_Misc,MS_Laud_Misc_305,MS. Laud Misc. 305,manuscript,,MS_Laud_Misc_305,Some added musical notation.,,,,,,,,,,,,,,,,
MS_Laud_Misc_329_music_1,manuscript_7138,Laud_Misc,MS_Laud_Misc_329,MS. Laud Misc. 329,manuscript,,MS_Laud_Misc_329,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_358_music_1,manuscript_7156,Laud_Misc,MS_Laud_Misc_358,MS. Laud Misc. 358,manuscript,,MS_Laud_Misc_358,"Square notation on 9 staves of 4 red lines, 168 110",,,,written,168.0,168.0,168.0,110.0,110.0,110.0,mm,,,,,
MS_Laud_Misc_390_music_1,manuscript_7188,Laud_Misc,MS_Laud_Misc_390,MS. Laud Misc. 390,part,MS. Laud Misc. 390 – Part A) (fols 1–77),MS_Laud_Misc_390-part1,(fol. 77v) staffless neumes accompanying item 2.,,,,,,,,,,,,,,,,
MS_Laud_Misc_391_music_1,manuscript_7189,Laud_Misc,MS_Laud_Misc_391,MS. Laud Misc. 391,manuscript,,MS_Laud_Misc_391,The outer margin of fols. 67v–68r with added neumes.,,,,,,,,,,,,,,,,
MS_Laud_Misc_393_music_1,manuscript_7191,Laud_Misc,MS_Laud_Misc_393,MS. Laud Misc. 393,manuscript-with-fragment,MS. Laud Misc. 393 - fol. 35,MS_Laud_Misc_393,"Gothic 'hufnagel' notation on staves of 5 black lines, the F line(s) red (fols. 87v–91v).",fols. 87v–91v,87v,91v,,,,,,,,,,,,,
MS_Laud_Misc_429_music_1,manuscript_7230,Laud_Misc,MS_Laud_Misc_429,MS. Laud Misc. 429,manuscript,,MS_Laud_Misc_429,"Added neums, St Gall type, 10th and 11th century, fols. 1v, 2r, 4r, 65v, 66r.",,,,,,,,,,,,,,,,
MS_Laud_Misc_432_music_1,manuscript_7233,Laud_Misc,MS_Laud_Misc_432,MS. Laud Misc. 432,manuscript,,MS_Laud_Misc_432,"Notation, fol. iii.",,,,,,,,,,,,,,,,
MS_Laud_Misc_440_music_1,manuscript_7241,Laud_Misc,MS_Laud_Misc_440,MS. Laud Misc. 440,manuscript,,MS_Laud_Misc_440,Added neums (fol. 152v),,,,,,,,,,,,,,,,
MS_Laud_Misc_468_music_1,manuscript_7271,Laud_Misc,MS_Laud_Misc_468,MS. Laud Misc. 468,manuscript,,MS_Laud_Misc_468,"German neums: adiastematic, half-rhythmical notation.",,,,,,,,,,,,,,,,
MS_Laud_Misc_506_music_1,manuscript_7308,Laud_Misc,MS_Laud_Misc_506,MS. Laud Misc. 506,part,MS. Laud Misc. 506 – Part B) (fols 108–172),MS_Laud_Misc_506-part2,(fol. 172r–v) music on a five-lined staff (red).,,,,,,,,,,,,,,,,
MS_Laud_Misc_522_music_1,manuscript_7325,Laud_Misc,MS_Laud_Misc_522,MS. Laud Misc. 522,manuscript-composite,,MS_Laud_Misc_522,(fol. 97r) some neums underlined in red.,,,,,,,,,,,,,,,,
MS_Laud_Misc_522_music_2,manuscript_7325,Laud_Misc,MS_Laud_Misc_522,MS. Laud Misc. 522,part,,MS_Laud_Misc_522-part1,Neums.,,,,,,,,,,,,,,,,
MS_Laud_Misc_644_music_1,manuscript_7430,Laud_Misc,MS_Laud_Misc_644,MS. Laud Misc. 644,manuscript,,MS_Laud_Misc_644,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_706_music_1,manuscript_7481,Laud_Misc,MS_Laud_Misc_706,MS. Laud Misc. 706,manuscript,,MS_Laud_Misc_706,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_719_music_1,manuscript_7495,Laud_Misc,MS_Laud_Misc_719,MS. Laud Misc. 719,manuscript,,MS_Laud_Misc_719,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Misc_736_music_1,manuscript_7514,Laud_Misc,MS_Laud_Misc_736,MS. Laud Misc. 736,manuscript,,MS_Laud_Misc_736,Neums on staves of four lines.,,,,,,,,,,,,,,,,
MS_Laud_Lat_5_music_1,manuscript_7624,Laud_lat,MS_Laud_Lat_5,MS. Laud Lat. 5,manuscript,,MS_Laud_Lat_5,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Lat_16_music_1,manuscript_7587,Laud_lat,MS_Laud_Lat_16,MS. Laud Lat. 16,manuscript,,MS_Laud_Lat_16,"Added antiphons with staveless musical notation, and on four staves (see item 2, above).",,,,,,,,,,,,,,,,
MS_Laud_Lat_17_music_1,manuscript_7588,Laud_lat,MS_Laud_Lat_17,MS. Laud Lat. 17,manuscript,,MS_Laud_Lat_17,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Laud_Lat_22_music_1,manuscript_7594,Laud_lat,MS_Laud_Lat_22,MS. Laud Lat. 22,manuscript,,MS_Laud_Lat_22,"Neums of St Gall type, fol. 91v, accompanying the opening of Walahfrid Strabo, Hymnus de s. Gallo confessore Christi (carm. 72), added 10th century.",,,,,,,,,,,,Walahfrid Strabo,person_47555113,Hymnus de s. Gallo confessore Christi (carm. 72),,
MS_Laud_Lat_35_music_1,manuscript_7608,Laud_lat,MS_Laud_Lat_35,MS. Laud Lat. 35,manuscript,,MS_Laud_Lat_35,"Neums, adiastematic South German type, accompany some added texts.",,,,,,,,,,,,,,,,
MS_Laud_Lat_95_music_1,manuscript_7674,Laud_lat,MS_Laud_Lat_95,MS. Laud Lat. 95,manuscript,,MS_Laud_Lat_95,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Laud_Lat_97_music_1,manuscript_7676,Laud_lat,MS_Laud_Lat_97,MS. Laud Lat. 97,manuscript,,MS_Laud_Lat_97,Neums (fol. 84).,,,,,,,,,,,,,,,,
MS_Laud_Lat_118_music_1,manuscript_7582,Laud_lat,MS_Laud_Lat_118,MS. Laud Lat. 118,manuscript,,MS_Laud_Lat_118,"Aquitanian neums, fols. 11v, 12r.",,,,,,,,,,,,,,,,
MS_Liturg_6_music_1,manuscript_7733,Liturgical,MS_Liturg_6,MS. Liturg. 6,manuscript-composite,MS. Liturg. 6 – Part 1 MS. Liturg. 6 – Part 2,MS_Liturg_6,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Liturg_280_music_1,manuscript_7715,Liturgical,MS_Liturg_280,MS. Liturg. 280,manuscript,,MS_Liturg_280,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Liturg_403_music_1,manuscript_7724,Liturgical,MS_Liturg_403,MS. Liturg. 403,manuscript-composite,MS. Liturg. 403 – Part 1 MS. Liturg. 403 – Part 2 MS. Liturg. 403 – Part 3,MS_Liturg_403,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Liturg_405_music_1,manuscript_7726,Liturgical,MS_Liturg_405,MS. Liturg. 405,manuscript,,MS_Liturg_405,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Liturg_406_music_1,manuscript_7727,Liturgical,MS_Liturg_406,MS. Liturg. 406,manuscript,,MS_Liturg_406,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Liturg_408_music_1,manuscript_7729,Liturgical,MS_Liturg_408,MS. Liturg. 408,manuscript,,MS_Liturg_408,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lyell_9_music_1,manuscript_7826,Lyell,MS_Lyell_9,MS. Lyell 9,manuscript,,MS_Lyell_9,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lyell_24_music_1,manuscript_7754,Lyell,MS_Lyell_24,MS. Lyell 24,manuscript,,MS_Lyell_24,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lyell_44_music_1,manuscript_7776,Lyell,MS_Lyell_44,MS. Lyell 44,part,MS. Lyell 44 – Part 1 (fols. 1–9),MS_Lyell_44-part1,Neums and square notation (see above).,,,,,,,,,,,,,,,,
MS_Lyell_44_music_2,manuscript_7776,Lyell,MS_Lyell_44,MS. Lyell 44,part,MS. Lyell 44 – Part 2 (fols. 10–54),MS_Lyell_44-part2,Square notation (see above).,,,,,,,,,,,,,,,,
MS_Lyell_45_music_1,manuscript_7777,Lyell,MS_Lyell_45,MS. Lyell 45,manuscript,,MS_Lyell_45,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lyell_55_music_1,manuscript_7788,Lyell,MS_Lyell_55,MS. Lyell 55,fragment,MS. Lyell 55 - pastedown,MS_Lyell_55-pastedown,Adiastematic half-rhythmical neums,,,,,,,,,,,,,,,,
MS_Lyell_72_music_1,manuscript_7807,Lyell,MS_Lyell_72,MS. Lyell 72,manuscript,,MS_Lyell_72,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lyell_85_music_1,manuscript_7821,Lyell,MS_Lyell_85,MS. Lyell 85,fragment,MS. Lyell 85 - flyleaf (fol. 139),MS_Lyell_85-part3,"A slightly later hand added two antiphons with neumatic notation in the border of fol. 139v, bottom.",,,,,,,,,,,,,,,,
MS_Lyell_88_music_1,manuscript_7824,Lyell,MS_Lyell_88,MS. Lyell 88,manuscript,,MS_Lyell_88,"Square notation on drypoint lines. The parts in the passions are indicated by c, s and +",,,,,,,,,,,,,,,,
MS_Marshall_98_music_1,manuscript_7874,Marshall,MS_Marshall_98,MS. Marshall 98,manuscript,,MS_Marshall_98,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
Merton_College_D_3_9_1a_music_1,manuscript_10707,Merton_fragments,Merton_College_D_3_9_1a,Merton College D. 3. 9 (1a),manuscript,,Merton_College_D_3_9_1a,Noted service-book,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_1_music_1,manuscript_10793,Merton_fragments,Merton_College_Q_3_10_1,Merton College Q. 3. 10 (1),manuscript,,Q_3_10_1,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_2_music_1,manuscript_10794,Merton_fragments,Merton_College_Q_3_10_2,Merton College Q. 3. 10 (2),manuscript,,Q_3_10_2,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_3_music_1,manuscript_10795,Merton_fragments,Merton_College_Q_3_10_3,Merton College Q. 3. 10 (3),manuscript,,Q_3_10_3,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_27–8_music_1,manuscript_10899,Merton_fragments,Merton_College_Q_3_10_27–8,Merton College Q. 3. 10 (27-8),manuscript,,Q_3_10_27-8,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_29–32_music_1,manuscript_10807,Merton_fragments,Merton_College_Q_3_10_29–32,Merton College Q. 3. 10 (29-32),manuscript,,Q_3_10_29-32,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_33–4_music_1,manuscript_10808,Merton_fragments,Merton_College_Q_3_10_33–4,Merton College Q. 3. 10 (33-4),manuscript,,Q_3_10_33-4,Noted.,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_37_music_1,manuscript_10811,Merton_fragments,Merton_College_Q_3_10_37,Merton College Q. 3. 10 (37),manuscript,,Q_3_10_37,Noted.,,,,,,,,,,,,,,,,
MS_Rawl_A_371_music_1,manuscript_7922,Rawl_A,MS_Rawl_A_371,MS. Rawl. A. 371,manuscript,,MS_Rawl_A_371,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_A_387a_music_1,manuscript_7935,Rawl_A,MS_Rawl_A_387a,MS. Rawl. A. 387a,manuscript,,MS_Rawl_A_387a,Square notation on 12 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Rawl_A_416_music_1,manuscript_7952,Rawl_A,MS_Rawl_A_416,MS. Rawl. A. 416,manuscript,,MS_Rawl_A_416,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_A_417_music_1,manuscript_7953,Rawl_A,MS_Rawl_A_417,MS. Rawl. A. 417,manuscript,,MS_Rawl_A_417,Square notation on 5 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Rawl_C_101_music_1,manuscript_8083,Rawl_C,MS_Rawl_C_101,MS. Rawl. C. 101,manuscript,,MS_Rawl_C_101,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_142_music_1,manuscript_8096,Rawl_C,MS_Rawl_C_142,MS. Rawl. C. 142,manuscript,,MS_Rawl_C_142,Square notation on 11 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Rawl_C_147_music_1,manuscript_8098,Rawl_C,MS_Rawl_C_147,MS. Rawl. C. 147,manuscript,,MS_Rawl_C_147,"Musical notation for the passions (fol. 37), square notation on 9 staves of 4 red lines.",,,,,,,,,,,,,,,,
MS_Rawl_C_168_music_1,manuscript_8113,Rawl_C,MS_Rawl_C_168,MS. Rawl. C. 168,part,MS. Rawl. C. 168 – Part 2 (fols. 46–108),MS_Rawl_C_168-part2,Square notation on 14 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Rawl_C_268_music_1,manuscript_8139,Rawl_C,MS_Rawl_C_268,MS. Rawl. C. 268,manuscript,,MS_Rawl_C_268,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_316_music_1,manuscript_8170,Rawl_C,MS_Rawl_C_316,MS. Rawl. C. 316,manuscript,,MS_Rawl_C_316,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_400_music_1,manuscript_8205,Rawl_C,MS_Rawl_C_400,MS. Rawl. C. 400,manuscript,,MS_Rawl_C_400,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_425_music_1,manuscript_8211,Rawl_C,MS_Rawl_C_425,MS. Rawl. C. 425,manuscript,,MS_Rawl_C_425,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_699_music_1,manuscript_8323,Rawl_C,MS_Rawl_C_699,MS. Rawl. C. 699,manuscript,,MS_Rawl_C_699,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_C_892_music_1,manuscript_8370,Rawl_C,MS_Rawl_C_892,MS. Rawl. C. 892,manuscript,,MS_Rawl_C_892,"Point-neum notation of 12 staves of 4 red (37, green) lines. The clefs are indicated by letters, mostly b, D and d.",,,,,,,,,,,,,,,,
MS_Rawl_C_939_music_1,manuscript_8383,Rawl_C,MS_Rawl_C_939,MS. Rawl. C. 939,manuscript,,MS_Rawl_C_939,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_D_894_music_1,manuscript_8469,Rawl_D,MS_Rawl_D_894,MS. Rawl. D. 894,manuscript-composite,"MS. Rawl. D. 894, fols. 81-88",MS_Rawl_D_894,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_D_913_music_1,manuscript_8471,Rawl_D,MS_Rawl_D_913,MS. Rawl. D. 913,part,,MS_Rawl_D_913_112-129,"Added notation: see below, Additions.",,,,,,,,,,,,,,,,
MS_Rawl_D_1225_music_1,manuscript_8407,Rawl_D,MS_Rawl_D_1225,MS. Rawl. D. 1225,manuscript,,MS_Rawl_D_1225,Square notation on staves of 4 or 5 lines.,,,,,,,,,,,,,,,,
MS_Rawl_G_18_music_1,manuscript_8544,Rawl_G,MS_Rawl_G_18,MS. Rawl. G. 18,manuscript-composite,MS. Rawl. G. 18 – Part 1,MS_Rawl_G_18,"Music, fol. 105v.",,,,,,,,,,,,,,,,
MS_Rawl_G_18_music_1,manuscript_8544,Rawl_G,MS_Rawl_G_18,MS. Rawl. G. 18,manuscript-composite,MS. Rawl. G. 18 – Part 1,MS_Rawl_G_18,"Music for two voices, fol. 106v.",,,,,,,,,,,,,,,,
MS_Rawl_G_22_music_1,manuscript_8556,Rawl_G,MS_Rawl_G_22,MS. Rawl. G. 22,manuscript-with-fragment,MS. Rawl. G. 22 – endleaf (fol. 1),MS_Rawl_G_22,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_G_22_music_2,manuscript_8556,Rawl_G,MS_Rawl_G_22,MS. Rawl. G. 22,fragment,MS. Rawl. G. 22 – endleaf (fol. 1),MS_Rawl_G_22-part1,Staves of four lines.,,,,,,,,,,,,,,,,
MS_Rawl_G_99_music_1,manuscript_8615,Rawl_G,MS_Rawl_G_99,MS. Rawl. G. 99,part,MS. Rawl. G. 99 – Part 5,MS_Rawl_G_99-part5,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_G_127_music_1,manuscript_8505,Rawl_G,MS_Rawl_G_127,MS. Rawl. G. 127,manuscript,,MS_Rawl_G_127,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Rawl_G_185_music_1,manuscript_8545,Rawl_G,MS_Rawl_G_185,MS. Rawl. G. 185,manuscript,,MS_Rawl_G_185,Square notation on staves of three or four red lines,,,,,,,,,,,,,,,,
MS_Rawl_Q_b_4_music_1,manuscript_8617,Rawl_Q,MS_Rawl_Q_b_4,MS. Rawl. Q. b. 4,manuscript,,MS_Rawl_Q_b_4,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Rawl_liturg_b_1_music_1,manuscript_8627,Rawl_liturg,MS_Rawl_liturg_b_1,MS. Rawl. liturg. b. 1,manuscript,,MS_Rawl_liturg_b_1,Square notation mostly in 2 col. of 7 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Rawl_liturg_c_1_music_1,manuscript_8628,Rawl_liturg,MS_Rawl_liturg_c_1,MS. Rawl. liturg. c. 1,part,MS. Rawl. liturg. c. 1 – Part 2 (fols. 3–160),MS_Rawl_liturg_c_1-part2,"Occasional square notation in red without staves (fols. 32 ff.), a fine point-neum notation on 4 dry point lines in on fol. 152",,,,,,,,,,,,,,,,
MS_Rawl_liturg_c_2_music_1,manuscript_8629,Rawl_liturg,MS_Rawl_liturg_c_2,MS. Rawl. liturg. c. 2,manuscript,,MS_Rawl_liturg_c_2,Square notation on 13 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Rawl_liturg_c_3_music_1,manuscript_8630,Rawl_liturg,MS_Rawl_liturg_c_3,MS. Rawl. liturg. c. 3,manuscript,,MS_Rawl_liturg_c_3,"Square notation on staves of 4 red lines, sometimes left blank.",,,,,,,,,,,,,,,,
MS_Rawl_liturg_d_3_music_1,manuscript_8633,Rawl_liturg,MS_Rawl_liturg_d_3,MS. Rawl. liturg. d. 3,manuscript,,MS_Rawl_liturg_d_3,Square notation on staves of 4 red lines. Polyphonic settings on fols. 71r-72v.,,,,,,,,,,,,,,,,
