metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
MS_Ashmole_34_binding_1,manuscript_322,Ashmole,MS_Ashmole_34,MS. Ashmole 34,MS_Ashmole_34,Late seventeenth-century calf binding typical of Elias Ashmole's collection.,,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_35_binding_1,manuscript_331,Ashmole,MS_Ashmole_35,MS. Ashmole 35,MS_Ashmole_35,"Bound for Ashmole in 1676 (see Bodleian Quarterly Review 6 (1929–31), 194–5).",,,,1676,1676,1676,,,,,,,,,,,,,
MS_Ashmole_39_binding_1,manuscript_338,Ashmole,MS_Ashmole_39,MS. Ashmole 39,MS_Ashmole_39,"Post-medieval parchment over original boards with bevelled edges, which sit flush with the edge of the text block. The boards display evidence of two former clasps, likely bar clasps, of which only the catchplates with two pins remain on the left board. The outlines of the catchplates are visible through the surface of the parchment. The right board contains two matching indentations for the corresponding catchplates, now lost. The parchment pastedowns also show evidence of prior clasps, with damage that aligns with the placement of the catchplates and vestiges of rust. The outline of metal corner fittings can be seen through the parchment on both boards, and a vertical row of six metal pins can be seen on the outer edge of the right board.; The spine shows four raised double sewing supports with equal spacing. The sewing supports are laced through the boards in four holes, travel through an indented channel in the inner face of the board to two holes (forming a V shape), and exit to be plugged with a dowel or wedge.; The shelfmark ASH: 39 is embossed into a separate piece of red leather that has been adhered to the centre panel of the spine - possibly taken from a previous binding. The typeface and use of colon is not consistent with the binding style of Elias Ashmole, and was possibly added by the Ashmolean Museum after his donation. The manuscript lacks end bands and the boards sit flush with the edge of the text block.",,,,,1475,1692,,,,,,,,,,,,,
MS_Ashmole_40_binding_1,manuscript_344,Ashmole,MS_Ashmole_40,MS. Ashmole 40,MS_Ashmole_40,"Late seventeenth-century binding typical of Elias Ashmole's collection. Leather over pasteboard, rebacked.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_41_binding_1,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS_Ashmole_41,"Late seventeenth-century calf binding over pasteboards, with raised bands and gold-tooled laurel wreath on spine, typical of Elias Ashmole's collection. Restored in December 1955.; A more specific binding date can be suggested from the flyleaves. The watermark on the rear flyleaf can be identified as Churchill, 'Foolscap' 348 (1935), dated to 1672 from a manuscript in Worcester Cathedral Library by Churchill. The same watermark appears in Folger Shakespeare Library, C 185, Cabala, Sive, Scrinia, Sacra, printed for G. Bedell and T. Collins in London in 1663.",,,,,1617,1692,,,278 mm,278.0,278.0,185 mm,185.0,185.0,,,,mm,False
MS_Ashmole_43_binding_1,manuscript_348,Ashmole,MS_Ashmole_43,MS. Ashmole 43,MS_Ashmole_43,Brown tanned calf over laminated pulpboard with blind tooled edging of double rows. Spine rebacked.,,,,,1650,1692,,,,,,,,,,,,,
MS_Ashmole_44_binding_1,manuscript_349,Ashmole,MS_Ashmole_44,MS. Ashmole 44,MS_Ashmole_44,"Late seventeenth-century calf binding over pasteboards typical of Elias Ashmole's style. The edges of both boards are decorated with concentric tool framing. The head, tail, and panels of the spine display the same style of tooling in horizontal frames. The spine shows four raised sewing supports covering thick cords, without end bands. The sewing supports are laced into the boards using shortened single-hole lacing without channels.; The binding has been rebacked since the manuscript left Ashmole's collection. The spine is covered in a separate piece of leather from the boards, of the same colour, that extends under the board-covers. On to this leather, a portion of the former (Ashmolean) spine has been adhered. This piece of leather covers the three central spine panels and raised sewing supports. The shelf mark ASH. 44 is embossed on the third spine panel in Ashmole's typeset. Above this is Ashmole's embossed crest featuring his quartered heraldic design. The board-covers show evidence of having been lifted up at the spine-edge to allow for the spine-cover to be adhered beneath them. ; The inner rear board bears an inscription typical of the Bodleian's in-house bindery, with the initial W. and the date 16-12-55 - likely the date of the rebacking.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_45_binding_1,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS_Ashmole_45,"Late seventeenth-century calf binding over pasteboards typical of Elias Ashmole's style, with ASH. 45 embossed on the central spine panel. The spine is covered in a separate piece of leather from the boards, of the same colour, that extends under the board-covers. The head, tail, and panels of the spine display horizontal concentric tool framing. The spine shows four raised sewing supports covering thick cords which support all four composite parts - three of these cords are intact. The sewing stations do not follow any of the original sewing stations in the composite parts, which show evidence of between five and six stations from previous bindings. This is typical of Ashmole's binding style. However, the spine-cover has likely been replaced since the manuscript left Ashmole's collection. The typeset of the shelf mark is similar, but not identical, to Ashmole's typeset (varying in the height of letters and thickness of vertical strokes in characters A and 4), and Ashmole's embossed crest is missing from the second panel (see e.g. MS Ashmole 44). The board-covers also show evidence of having been lifted up at the spine-edge to allow for the spine-cover to be adhered beneath them.; Due to the varying heights of the composite units, there are no endbands. The sewing supports are laced into the boards using shortened single-hole lacing without channels. The boards are cut according to the largest codicological unit, with wide squares. Both boards display concentric frame tooling which is flush with the border on three sides and inset from the spine-border by several centimeters, as is typical of Ashmole's bindings. The absence of the usual concentric frame tooling on the spine side is likely due to cropping of the leather when the new spine-cover was added. The board edges are tooled with a repeating zig-zag pattern typical of Ashmole's bindings. The inner rear board bears an inscription typical of the Bodleian's in-house bindery, with the initial W and the date, partially obscured, 24 - 1 - 51/7. This is likely the work of A. G. Wintersgill, who was employed at the Bodleian for the finishing, furbishing, and repair of bindings from 1949, and whose initials can be seen on other Ashmole bindings (e.g. MS Ashmole 1431).",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_46_binding_1,manuscript_351,Ashmole,MS_Ashmole_46,MS. Ashmole 46,MS_Ashmole_46,"The binding is made of gilt punched leather, using the technique whereby repetitive patterns of geometrical shapes were punched onto the parts of the design that would be left unpainted. It has been coloured with a yellow-gold glaze or tinted varnish, and is decorated with abstract floral designs and a mixture of overlapping punch patterns. On this technique, see Posthuma De Boer, Martine, E. F. Koldeweij, and Roger M. Groves, Gilt Leather Artefacts (2016).; The leather covers paste boards typical of the sixteenth century, and shows remnants of two metal clasps with flower motif pins, which were once attached to leather straps. Comparable hardware can be seen in the bindings of Matthew Parker from the second half of the sixteenth century, now Corpus Christi College Cambridge SP.66, SP.57, and SP.244.; The binding is recycled from a larger piece of punched leather, likely a sixteenth century panelled wall hanging or screen - although the dating of the punched pattern is much harder to determine. Similar designs are found on sixteenth century Italian wall hangings in the V&A Collection (items O304822, O304824, and O369581) which suggest a plausible place and date of origin.; Although this leather was prevalent in luxury homes and churches from the sixteenth century, the practice of recycling leather wall hangings into book bindings is a rare phenomenon. A few examples can be found on printed books which were bound in the seventeenth and eighteenth centuries in Italy and Spain. The binding of MS Ashmole 46 represents one of the earliest known examples of this practice, and to date is the only known manuscript with this style of binding. It is also the only example identified thus far in England.; The current binding is not the manuscript's original binding, as the text block has been trimmed and the page edges gilded at a later date after its production. This binding was likely made before 1588, as it does not match the style in which Sir Thomas Tresham, who owned the manuscript in 1588, bound his manuscripts with his family crest embossed in the centre of the front cover (see British Armorial Bindings, Tresham, Thomas (1543-1605), stamps 1, 2, 3). Paper pastedowns, that on the left board with watermark, hand with five-pointed star (or flwoer).",,,,,1500,1700,,,,,,,,,,,,,
MS_Ashmole_52_binding_1,manuscript_353,Ashmole,MS_Ashmole_52,MS. Ashmole 52,MS_Ashmole_52,"Late seventeenth-century calf binding over pasteboards, typical of Elias Ashmole's style. The edges of both boards are decorated with concentric tool framing, with triple tooling on the margin closest to the spine on both boards. The board edges are tooled with a repeating semi-circle pattern, also typical of Ashmole's bindings. ; There are two clasps anchored to the upper board with two pins, on leather fore-edge flaps which are reinforced with parchment. Each clasp contains Ashmole's coat of arms. The facing catch plates are anchored to the lower board with two pins. The sewing supports are laced into the boards using shortened single-hole lacing without channels.; The spine shows no raised sewing supports, but the inner boards reveal four sewing stations. The spine is decorated with six rows of the same semi-circle design as the board edges. The spine shows Ashmole's crest in gold and the shelf mark Ash: 52There are no end bands. The edges of the pages have been stained red - also typical of Ashmole's bindings.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_59_binding_1,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS_Ashmole_59,"Late seventeenth-century calf binding over pasteboards, with raised sewing supports and gold-tooled laurel wreath design on spine, typical of Elias Ashmole's collection.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_61_binding_1,manuscript_359,Ashmole,MS_Ashmole_61,MS. Ashmole 61,MS_Ashmole_61,"Rebound in off-white leather, 1986.",,,,1986,1986,1986,,,,,,,,,,,,,
MS_Ashmole_61_binding_2,manuscript_359,Ashmole,MS_Ashmole_61,MS. Ashmole 61,MS_Ashmole_61,Previous late 17th century binding kept with the manuscript: dark brown calf with gilt fillets and simple blind-roll tooling on the outside edges; two claps with the arms of Ashmole. Repaired and rebacked in the 19th and/or 20th centuries.,,,,,1675,1700,,,,,,,,,,,,,
MS_Ashmole_370_binding_1,manuscript_336,Ashmole,MS_Ashmole_370,MS. Ashmole 370,MS_Ashmole_370,Parchment over pasteboard. Bound with MS. Ashmole 371.,,,,,,,,,,,,,,,,,,,
MS_Ashmole_396_binding_1,manuscript_341,Ashmole,MS_Ashmole_396,MS. Ashmole 396,MS_Ashmole_396,"Late seventeenth-century calf binding over pasteboards, typical of Elias Ashmole's style. The edges of both boards are decorated with concentric tool framing. There are two clasps anchored to the upper board with three pins, on leather fore-edge flaps which are reinforced with parchment. Each clasp contains Ashmole's coat of arms. The facing catch plates are anchored to the lower board with three pins. The board edges are tooled with a repeating zig-zag pattern, also typical of Ashmole's bindings. The sewing supports are laced into the boards using shortened single-hole lacing without channels.; The spine shows five raised sewing supports covering thick cords, without end bands. The binding has been rebacked since entering the Bodleian's collection, and only the second spine panel (containing Ashmole's coat of arms with gold tooling around the margins) remains, now adhered to the spine covering in the same place. The spine is now covered in a separate piece of leather from the boards, of the same colour, that extends under the board-covers. The panels on the spine are decorated with the same style of concentric tool framing as the boards. The shelf mark ASH. 396 is embossed on the third spine panel, in a typeset that is similar, but not identical, to Ashmole's typeset (varying in the height of letters and thickness of vertical strokes in characters A and 9). The signature W 2.2.57 is recorded on the inside of the lower board, the date of rebacking and initial of the bookbinder.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_399_binding_1,manuscript_343,Ashmole,MS_Ashmole_399,MS. Ashmole 399,MS_Ashmole_399,"Bound for Ashmole, with his arms on the spine, quarterly in the first quarter a fleur-de-lys.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_828_binding_1,manuscript_392,Ashmole,MS_Ashmole_828,MS. Ashmole 828,MS_Ashmole_828,"Late seventeenth-century calf binding over pasteboards typical of Elias Ashmole's style. The edges of both boards are decorated with concentric tool framing. The head, tail, and panels of the spine display the same style of tooling in horizontal frames. The spine shows six raised sewing supports covering thick cords, without endbands. The sewing supports are laced into the boards using shortened single-hole lacing without channels. The board edges are tooled with a repeating zig-zag pattern, also typical of Ashmole's bindings.; The binding has been rebacked since the manuscript left Ashmole's collection. The spine is covered in a separate piece of leather from the boards, of the same colour, that extends under the board-covers. The shelf mark ASH. 828 is embossed on the third spine panel, in a typeset that is similar, but not identical, to Ashmole's typeset (varying in the height of letters and thickness of vertical strokes in characters A and 4). Ashmole's embossed crest is absent (see e.g. MS. Ashmole 44). The board-covers also show evidence of having been lifted up at the spine-edge to allow for the spine-cover to be adhered beneath them. The inner rear board bears an inscription typical of the Bodleian's in-house bindery, with the initials R. H. and the date 12-12-56. The edge of the text block has been stained red on all three sides.",,,,,1617,1692,,,,,,,,,,,,,
MS_Ashmole_1282_binding_1,manuscript_224,Ashmole,MS_Ashmole_1282,MS. Ashmole 1282,MS_Ashmole_1282,"Brown leather over pasteboard, 18th century (?). Double blind fillet lines round the outer edge of covers, and approximately 30 mm from the spine. Rebacked at the Bodleian with the original spine relaid. Four raised bands on spine; the second compartment stamped in gilt with a wreath enclosing a coat of arms of Elias Ashmole (quartered, single fleur-de-lis in the upper left corner). Gilt lettering on spine ‘Ash: || 1282’. Laid paper pastedowns and fly-leaves.",,,,,1700,1800,,,,,,,,,,,,,
MS_Ashmole_1291_binding_1,manuscript_230,Ashmole,MS_Ashmole_1291,MS. Ashmole 1291,MS_Ashmole_1291,"Bound in with 17th(?)-century brown (sheepskin?) leather over pasteboards; rebacked, with shelfmark in gilt. Rust-stained holes at the fore-edge of the last several leaves were doubtless caused by the metal fitting of a clasp-fitting.; A number written by ballpoint pen, perhaps ‘4. 18 33’, probably records the date of a repair (lower pastedown, bottom left corner).",,,,,1600,1700,,,,,,,,,,,,,
MS_Ashmole_1404_binding_1,manuscript_245,Ashmole,MS_Ashmole_1404,MS. Ashmole 1404,MS_Ashmole_1404,"The manuscript is now in two pieces, divided between folios 83 and 84. Both parts have their cover and half of the spine attached. This damage likely happened after 1845, as W. H. Black does not mention it in the Quarto Catalogue. The two pieces are now stored in the same box and under the same shelf-mark, but in separate protective folders.; Late seventeenth-century binding typical of Elias Ashmole's collection. Brown leather over pasteboard, blind tooled fillets on boards and spine, with four raised sewing supports. Primary sewn endbands of blue and white thread over a core, now lacking the lower endband on the first part of the codex. The spine lacks Ashmole's crest (as is conventional in his bindings) due to the closeness of the bands, but the shelf mark ASH 1404 uses the typeface and gold colour typical of an Ashmole binding.",,,,,,1900,,,,,,,,,,,,,
MS_Ashmole_1431_binding_1,manuscript_253,Ashmole,MS_Ashmole_1431,MS. Ashmole 1431,MS_Ashmole_1431,Brown tanned calf over laminated pulpboard. Rebacked 30 May 1959.,,,,,1700,1800,,,,,,,,,,,,,
MS_Ashmole_1511_binding_1,manuscript_290,Ashmole,MS_Ashmole_1511,MS. Ashmole 1511,MS_Ashmole_1511,"Rebound in plain alum-tawed calfskin, 1987; see Linda Lee, 'The conservation of pleated illuminated vellum leaves in the Ashmole Bestiary', The Paper Conservator, 16:1 (1992), 46-49, DOI: 10.1080/03094227.1992.9638575.",,,,1987,1987,1987,,,,,,,,,,,,,
MS_Ashmole_1511_binding_2,manuscript_290,Ashmole,MS_Ashmole_1511,MS. Ashmole 1511,MS_Ashmole_1511,Former 17th-century binding (typical binding of the Ashmole collection) kept with the manuscript.,,,,,1600,1700,,,,,,,,,,,,,
MS_Ashmole_1517_binding_1,manuscript_293,Ashmole,MS_Ashmole_1517,MS. Ashmole 1517,MS_Ashmole_1517,"Light brown leather over pasteboard, late 17th or early 18th century. Double blind fillet lines round the outer edge and c.35 mm away from the spine on both covers. Geometric design on the edges of covers. Rebacked in the Bodleian: ‘W 5 – 12 – 59’ written in pencil on the lower pastedown. Five raised bands edged by double blind fillet lines on spine. Gilt lettering on spine: ‘Ash. 1517’. Laid paper flyleaves with watermarks, perhaps contemporary with the binding.",,,,,1660,1740,,,,,,,,,,,,,
MS_Ashmole_1522_binding_1,manuscript_297,Ashmole,MS_Ashmole_1522,MS. Ashmole 1522,MS_Ashmole_1522,"17th-century speckled calf over pasteboard, rebacked.",,,,,1600,1700,,,,,,,,,,,,,
MS_Ashmole_1523_binding_1,manuscript_298,Ashmole,MS_Ashmole_1523,MS. Ashmole 1523,MS_Ashmole_1523,"Light brown leather over pasteboard, late 17th or early 18th century. Double blind fillet lines round the outer edge and c. 35 mm away from the spine on both covers. Rebacked in the Bodleian with the original spine relaid. Five raised bands, edged by double blind fillet lines, and a gilt wreath with arms of Elias Ashmole on spine. Gilt lettering on spine: ‘Ash: || 1523 .’ Evidence of paper label on spine. Laid paper fly-leaves, perhaps contemporary with the binding. Fol. 259 is a former pastedown of a medieval binding with offsets of a wood board and paste deposits from six double cords.",,,,,1675,1725,,,,,,,,,,,,,
MS_Ashmole_1525_binding_1,manuscript_300,Ashmole,MS_Ashmole_1525,MS. Ashmole 1525,MS_Ashmole_1525,"Speckled light brown leather binding, 18th century. Double blind fillet line border round the outer edge of both covers; two double blind fillet lines c. 30 mm away from the spine. Rebacked in the Bodleian, inscribed ‘L. F. 15. 3. 57’ on the lower past- edown. Four raised bands edged by double blind fillet lines on spine. Gilt lettering on spine: ‘Ash. || 1525’. Fly-leaves made from 18th-century laid paper, some with watermarks. Traces of patterning in red and other (?) pigments on the edges of textblock, possibly the remains of medieval fore-edge painting.",,,,,1700,1800,,,,,,,,,,,,,
MS_Ashmole_1796_binding_1,manuscript_307,Ashmole,MS_Ashmole_1796,MS. Ashmole 1796,MS_Ashmole_1796,Medieval binding with remains of clasp; rebacked.,,,,,1350,1500,,,,,,,,,,,,,
MS_Aubrey_31_binding_1,manuscript_398,Aubrey,MS_Aubrey_31,MS. Aubrey 31,MS_Aubrey_31,"Brown leather on boards, 16th-cent. English work.",,,,,1500,1600,,,,,,,,,,,,,
MS_Auct_D_1_6_binding_1,manuscript_417,Auct D,MS_Auct_D_1_6,MS. Auct. D. 1. 6,MS_Auct_D_1_6,"Brown leather, blind-tooled and elaborately stamped, as in MS. e Mus. 64",,,,,1550,1610,,,12.5 in,318.0,318.0,9.3 in,236.0,236.0,,,,mm,True
MS_Auct_F_1_10_binding_1,manuscript_588,Auct F,MS_Auct_F_1_10,MS. Auct. F. 1. 10,MS_Auct_F_1_10,13.25; 9.625,,,,,,,,,13.25 in,337.0,337.0,9.625 in,244.0,244.0,,,,mm,True
MS_Auct_F_5_23_binding_1,manuscript_694,Auct F,MS_Auct_F_5_23,MS. Auct. F. 5. 23,MS_Auct_F_5_23,8.875; 6.5,,,,,,,,,8.875 in,225.0,225.0,6.5 in,165.0,165.0,,,,mm,True
MS_Auct_F_5_26_binding_1,manuscript_697,Auct F,MS_Auct_F_5_26,MS. Auct. F. 5. 26,MS_Auct_F_5_26,Early plain parchment binding with remnants of four pieces of string which were used to tie the volume closed,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_1_binding_1,manuscript_402,Auct_D,MS_Auct_D_1_1,MS. Auct. D. 1. 1,MS_Auct_D_1_1,16.25; 11,,,,,,,,,16.25 in,413.0,413.0,11 in,279.0,279.0,,,,mm,True
MS_Auct_D_1_2_binding_1,manuscript_412,Auct_D,MS_Auct_D_1_2,MS. Auct. D. 1. 2,MS_Auct_D_1_2,12; 8,,,,,,,,,12 in,305.0,305.0,8 in,203.0,203.0,,,,mm,True
MS_Auct_D_1_3_binding_1,manuscript_414,Auct_D,MS_Auct_D_1_3,MS. Auct. D. 1. 3,MS_Auct_D_1_3,12.5; 9,,,,,,,,,12.5 in,318.0,318.0,9 in,229.0,229.0,,,,mm,True
MS_Auct_D_1_4_binding_1,manuscript_415,Auct_D,MS_Auct_D_1_4,MS. Auct. D. 1. 4,MS_Auct_D_1_4,"Red leather on boards, clasps lost, worn, English 15th century work.",,,,,1400,1500,,,13.5 in,343.0,343.0,9.5 in,241.0,241.0,,,,mm,True
MS_Auct_D_1_5_binding_1,manuscript_416,Auct_D,MS_Auct_D_1_5,MS. Auct. D. 1. 5,MS_Auct_D_1_5,"White leather on boards, mid-13th century; original sewing.",,,,,1240,1260,,,,,,,,,,,,,
MS_Auct_D_1_8_binding_1,manuscript_419,Auct_D,MS_Auct_D_1_8,MS. Auct. D. 1. 8,MS_Auct_D_1_8,"Plain white sheepskin on boards, English 15th (?) cent. work.",,,,,1400,1500,,,,,,,,,,,,,
