metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Auct_D_2_9_addition_1,manuscript_441,Auct_D,MS_Auct_D_2_9,MS. Auct. D. 2. 9,manuscript,,MS_Auct_D_2_9,The psalms commentary includes many marginal notations in a thirteenth-century Gothic textualis hand and a fourteenth-century Gothic cursive hand.,,,,,,,,,,,,,,,,,
MS_Auct_E_2_19_addition_1,manuscript_545,Auct_E,MS_Auct_E_2_19,MS. Auct. E. 2. 19,manuscript,,MS_Auct_E_2_19,"1 fol. 7r, in crayon, written apparently by a Latin hand, the word κατασταθἠση.2 fols. 48v, 62r, 70v, 71r Latin pen-trials by a 15th-century hand.",,,,,,,,,,,,,,,,,
MS_Auct_F_2_7_addition_1,manuscript_629,Auct_F,MS_Auct_F_2_7,MS. Auct. F. 2. 7,manuscript,,MS_Auct_F_2_7,"Frequent interlinear and marginal glosses, mostly one-word lexical information",,,,,,,,,,,,,,,,,
MS_Auct_F_4_21_addition_1,manuscript_663,Auct_F,MS_Auct_F_4_21,MS. Auct. F. 4. 21,manuscript,,MS_Auct_F_4_21,With some glosses,,,,,,,,,,,,,,,,,
MS_Auct_F_4_30_addition_1,manuscript_673,Auct_F,MS_Auct_F_4_30,MS. Auct. F. 4. 30,manuscript,,MS_Auct_F_4_30,"Using a combination of marginal and interlinear glosses, the scribe classifies Medea's soliloquy about her feelings for Jason into the categories of 'amor' and 'ratio', Book 7, lines 23-69, fols 21v-22r. This careful demarcation might be designed for teaching purposes, possibly for lectures in rhetoric (McKinley, Reading the Ovidian Heroine [Brill, 2001], pp. 63-64)",,,,,,,,,,,,,,,Reading the Ovidian Heroine,Reading the Ovidian Heroine,https://www.zotero.org/groups/434020/bodleian_library_western_medieval_manuscripts_bibliography/items/IF6J4Z43/library
MS_Barlow_5_addition_1,manuscript_914,Barlow,MS_Barlow_5,MS. Barlow 5,manuscript,,MS_Barlow_5,In the margin of fol.213v: Missa de s. Sabina non servetur in parochia sequensis (?) (16th cent.).,,,,,,,,,,,,,,,,,
MS_Barocci_4_addition_1,manuscript_1097,Barocci,MS_Barocci_4,MS. Barocci 4,manuscript,,MS_Barocci_4,"fol. 212r: a few lines of unidentified text in a hand similar to B, beg. ἦν ὅτε ἐγένοντο λόγοι, ending illegible.",,,,,,,,,,,,,,,,,
MS_Barocci_10_addition_1,manuscript_922,Barocci,MS_Barocci_10,MS. Barocci 10,manuscript-composite,MS. Barocci 10 – Part A MS. Barocci 10 – Part B MS. Barocci 10 – Part C MS. Barocci 10 – Part D,MS_Barocci_10,"Flyleaves: fols. 1–2, parchment leaves from a liturgical book, 13th cent.",,,,,,,,,,,,,,,,,
MS_Barocci_16_addition_1,manuscript_988,Barocci,MS_Barocci_16,MS. Barocci 16,manuscript,,MS_Barocci_16,"Subscription fol. 283r, see above. Below in later hand ἔτουϲ ϡηʹ.Fols. 283r–284v also have pentrials.",,,,,,,,,,,,,,,,,
MS_Barocci_17_addition_1,manuscript_999,Barocci,MS_Barocci_17,MS. Barocci 17,manuscript,,MS_Barocci_17,"1 (fols. iii verso–iv recto, fol. 122v) prayers, etc., damaged; illiterate 15th cent. hand.",,,,,,,,,,,,,,,,,
MS_Barocci_18_addition_1,manuscript_1010,Barocci,MS_Barocci_18,MS. Barocci 18,manuscript,,MS_Barocci_18,A few 16th cent. marginalia.,,,,,,,,,,,,,,,,,
MS_Barocci_20_addition_1,manuscript_1034,Barocci,MS_Barocci_20,MS. Barocci 20,manuscript,,MS_Barocci_20,"1 fol. 101v drawing of a man with caption ἐγὸ Ἰωάννηϲ ὁ ϲκαφβελ. (15th cent.). 2 fol. 155r cryptography ρνρνγβιειελελερρρνρνλελεϲϲαιειεγβλλακεκεββννλελεϲϲ, = τέλοϲ τοῦ Ἀλεξάνδρου. 3 fol. 155r ἡ βίβλοϲ ὑπάρχει ἐτῶν ͵ϛϡλʹ = AD 1422, cf. MS. Holkham gr. 59 for a different use of the formula (Bodleian Library Record vi (1960), p. 603). 4 fol. 155r νεϛολω ϛεϡλξ.ν..λω.λπχκϡεϲω = Νεῖλοϲ ἱερομόναχοϲ ὁ Κυπρέωϲ. 5 various other notes and pentrials, unimportant.",,,,,,,,Νεῖλοϲ ἱερομόναχοϲ ὁ Κυπρέωϲ,person_1405,,,,,,,,
MS_Barocci_22_addition_1,manuscript_1056,Barocci,MS_Barocci_22,MS. Barocci 22,manuscript,,MS_Barocci_22,"1 fol. 1r schedae variae logicae. 2 fol. 142v Io Giovannia di Niccolo da Falga et non tengo servitor ness. 3 fol. 144v 22 CCXX 20 (pressmarks?).—Some glosses and marginalia, occasionally in Italian.",,,,,,,,Giovannia di Niccolo da Falga,person_1407,,,,,,,,
MS_Barocci_24_addition_1,manuscript_1077,Barocci,MS_Barocci_24,MS. Barocci 24,manuscript,,MS_Barocci_24,"Occasional marginalia by the scribe, others in Greek and Latin by 15th cent. Italian hand.",,,,,,,,,,,,,,,,,
MS_Barocci_25_addition_1,manuscript_1081,Barocci,MS_Barocci_25,MS. Barocci 25,manuscript-composite,MS. Barocci 25 – Part A MS. Barocci 25 – Part B MS. Barocci 25 – Part C MS. Barocci 25 – Part D MS. Barocci 25 – Part E MS. Barocci 25 – Part F,MS_Barocci_25,"On fol. 1r illegible 14th cent. note, perhaps listing contents.On fol. 257v a heading, perhaps intended for D item 1, ἐπιϲτολαὶ ϲχεδιαϲθεῖϲαι Κυρίλλου μοναχοῦ καὶ ἀδελφιδοῦ τοῦ πανιερωτάτου μητροπολίτου.E 3: addition at end: τὸ δὲ ὅπου ἐϲτὶν ἡ βαϲιλεία καὶ ἡ δύναμιϲ καὶ ἡ δόξα, ἔν τιϲιν οὐ κεῖται μέχρι τοῦ ἀμήν.",,,,,,,,,,,,,,,,,
MS_Barocci_27_addition_1,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"1 fol. iii verso: index of contents of another MS., 15th cent.",,,,,,,,,,,,,,,,,
MS_Barocci_27_addition_2,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"2 fol. 1rv, Gregorius Nyssenus, excerpts from Quid sit ad imaginem dei (cf. PG 44. 1327–46), beg. ἐκ τῶν καθ’ ἡμᾶϲ ἔϲτι γνῶναι, ends τοῦτο ἐϲτὶ τὸ κατ’ εἰκόνα Θεοῦ. 14th cent.",,,,Gregorius Nyssenus,person_103646160,,,,,,,,,,Quid sit ad imaginem dei; PG,,
MS_Barocci_27_addition_3,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"3 fols. 1v–2v, same hand as no. 2, Ephraem Syrus , de virtutibus et passionibus, pr. F. Assemani, Rome 1732–46, vol. iii, pp. 425 ff., breaks off at 426F with ἡ κατάκυτοϲ ἀγρία.",,,,Ephraem Syrus,person_100177778,,,,,,,,,,de virtutibus et passionibus,,
MS_Barocci_27_addition_4,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"4 fol. 3rv, 15th cent. index of contents.",,,,,,,,,,,,,,,,,
MS_Barocci_27_addition_5,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"5 fol. 4rv some prayers, 14th cent.",,,,,,,,,,,,,,,,,
MS_Barocci_27_addition_6,manuscript_1083,Barocci,MS_Barocci_27,MS. Barocci 27,manuscript,,MS_Barocci_27,"6 fol. 124v, 15th cent. index of contents.—Marginalia by the scribe and two 15th cent. owners, mainly indications of content. Unintelligible cryptography on fols. 58r and 85r by another later owner.",,,,,,,,,,,,,,,,,
MS_Barocci_73_addition_1,manuscript_1135,Barocci,MS_Barocci_73,MS. Barocci 73,manuscript,,MS_Barocci_73,"Glosses, variants and marginalia. On fols. 8v and 209r there is a note on πλημελεῖν: ὁ μὲν Θεϲϲαλονίκηϲ οὕτω γράφει δι’ ἑνὸϲ /μ/.",,,,,,,,,,,,,,,,,
MS_Barocci_79_addition_1,manuscript_1141,Barocci,MS_Barocci_79,MS. Barocci 79,manuscript,,MS_Barocci_79,Inside the back cover Aristotelis physica.,,,,,,,,,,,,,,,,,
MS_Barocci_89_addition_1,manuscript_1152,Barocci,MS_Barocci_89,MS. Barocci 89,manuscript,,MS_Barocci_89,"On fols. 1r, 12r, 99v–100r some prayers in Russian, perhaps as early as 14th cent. On fol. 71v † αυϛϛ εν μηνει μαειω ιβ ημερα ε τηϲ αναληψεοϲ ητηχεν ω πα κρ. φιλωθεοϲ ω καλαβαϲ ηϲ των μηρωτηϲ των μεγαλη το νεον.",,,,,,,,,,,,,,,,,
MS_Barocci_96_addition_1,manuscript_1160,Barocci,MS_Barocci_96,MS. Barocci 96,manuscript-composite,MS. Barocci 96 – Part 1 (upper text) MS. Barocci 96 – Part 2 (lower text),MS_Barocci_96,"fols. 164v–165v, 13th or early 14th cent., Homerus Α 1–120, symbol O1 in T.W. Allen, Homeri Ilias i, Oxford 1931, p. 29. fol. 166v, 14th cent., various etymological notes, beg. ἀμφίβληϲτρον ϲημαίνει τὸ δίκτυον παρὰ τὸ βάλλω. fol. 166v, 16th cent. note headed περὶ τοῦ κατενεγκεῖν φλέγμα ἐκ τῆϲ κεφαλῆϲ.",,,,Homerus,person_224924963,,,,,,,,,,,,
MS_Barocci_99_addition_1,manuscript_1163,Barocci,MS_Barocci_99,MS. Barocci 99,manuscript,,MS_Barocci_99,,,,,,,,,,,,,,,,,,
MS_Barocci_101_addition_1,manuscript_924,Barocci,MS_Barocci_101,MS. Barocci 101,manuscript,,MS_Barocci_101,"1 Occasional marginalia, 15th cent.",,,,,,,,,,,,,,,,,
MS_Barocci_101_addition_2,manuscript_924,Barocci,MS_Barocci_101,MS. Barocci 101,manuscript,,MS_Barocci_101,"2 fol. 89r, in faded vermilion † ἐν ὀνόματι τοῦ πατρὸϲ καὶ τοῦ υἱοῦ καὶ τοῦ ἁγίου πνεύματοϲ, ταῖϲ πρεϲβείαιϲ τοῦ ὁϲίου πατρὸϲ ἡμῶν Ἀντωνίου τοῦ μεγάλου καὶ καθηγητοῦ τῆϲ ἐρήμου: † εἰϲ ἔτοϲ ͵ϛωπεʹ ἐν μηνὶ φεβρουαρίῳ εἰϲ τὴν ιαʹ ἀπεκουρεύθην νύμφοϲ ἱερομοναχὸϲ Τζαγκαρόπουλοϲ ἐν τῇ μονῇ τοῦ μεγάλου Ἀντωνίου τοῦ Κοφινιώτου ὑπὸ τοῦ ἁγιωτάτου πατρὸϲ ἡμῶν καὶ καθηγουμένου Μελετίου ἐπονομαζομένου Ἀνεμωπτάττει (?).",,,,,,,,,,,,,,,,,
MS_Barocci_101_addition_3,manuscript_924,Barocci,MS_Barocci_101,MS. Barocci 101,manuscript,,MS_Barocci_101,"3 fol. 103r, written out twice Ἀλέξανδροϲ Μαρτζέλοϲ ρετούριϲ Ῥεθέμνου ἐπήρα τὸ θέλημα.",,,,,,,,,,,,,,,,,
MS_Barocci_103_addition_1,manuscript_926,Barocci,MS_Barocci_103,MS. Barocci 103,manuscript,,MS_Barocci_103,"fols. 5–16 were added in the late 15th or early 16th cent: paper, unwatermarked with a design not clearly identifiable: contains (fols. 6r–11v) ἀποφθέγματα διαφόρων ποιητῶν, πρεϲβύτατον τῶν ὄντων θεόϲ, ἔτι ἄνδρεϲ ἦϲαν οἱ ταῦτα νομοθετήϲαντεϲ οὐ γυναῖκεϲ. Fols. 5, 12, 14 blank.",,,,,,,,,,,,,,,,,
MS_Barocci_116_addition_1,manuscript_940,Barocci,MS_Barocci_116,MS. Barocci 116,part,MS. Barocci 116 – Part B,MS_Barocci_116-part2,"Occasional marginalia, 15th cent., and in another hand, which may be that of part D",,,,,,,,,,,,,,,,,
MS_Barocci_116_addition_2,manuscript_940,Barocci,MS_Barocci_116,MS. Barocci 116,part,MS. Barocci 116 – Part C,MS_Barocci_116-part3,"Occasional notes and supplements to damaged folios (e.g. fol. 192) by 15th cent. hand, also another which may be that of part D.—Fol. 210v: part of the draft (?) of a short congratulatory address, the top lines of which have been cut away.",,,,,,,,,,,,,,,,,
MS_Barocci_118_addition_1,manuscript_942,Barocci,MS_Barocci_118,MS. Barocci 118,manuscript,,MS_Barocci_118,There is a cryptographic alphabet on fol. 193r.Later owner’s marginalia on fol. 1r.,,,,,,,,,,,,,,,,,
MS_Barocci_120_addition_1,manuscript_945,Barocci,MS_Barocci_120,MS. Barocci 120,manuscript,,MS_Barocci_120,"Addition on fol. 1v, 15th cent. (?): Εὐριπίδηϲ· Ϲοφοκλῆϲ· Θεόκριτοϲ· Ἡϲίοδοϲ· Πίνδαροϲ· Ὁμήρου ϲτοιχεῖα δύο.",,,,,,,,,,,,,,,,,
MS_Barocci_122_addition_1,manuscript_947,Barocci,MS_Barocci_122,MS. Barocci 122,manuscript,,MS_Barocci_122,"1 fol. 5v, obituary of 1362: μηνὶ ἰουνίῳ κδʹ ἡμέρᾳ παραϲκευῇ τὸ γενέϲιον τοῦ ἁγίου ἐνδόξου προδρόμου καὶ βαπτιϲτοῦ Ἰωάννου ὥρᾳ θʹ τῆϲ ἡμέραϲ ἐκοιμήθη ἡ δούλη τοῦ θεοῦ Μαρία ἡ Μακρυδούκενα ἡ διὰ τοῦ θείου καὶ ἀγγελικοῦ ϲχήματοϲ μετοναμϲθεῖϲα Μάρθα μοναχή ἔτουϲ ͵ϛου ωου οʹ ἰνδικτιῶνοϲ ιεηϲ. 2 fol. 7r μαρ.κ. δοῦκαϲ ο̣μαρου. 3 fol. 22v some cryptography. 4 fol. 46r astrological note εἰ θέλοιϲ εὑρεῖν τὸν θεμέλιον τῆϲ ϲελήνηϲ. 5 fol. iiv possibly the draft of a letter, ὦ ἐπὶ διανοίαϲ ϲε περίφρων. Numerous pentrials on fols. ii–iii. Fol. 1r has the no. 30. A loose sheet of paper written by an uncount 15th or 16th cent. hand contains unidentified theological matter.A few marginalia by the scribes, more added by a 14th cent. hand.",,,,,,,,,,,,,,,,,
MS_Barocci_123_addition_1,manuscript_948,Barocci,MS_Barocci_123,MS. Barocci 123,manuscript,,MS_Barocci_123,On fol. 64r in a later hand: εἰϲ τὴν πρότην τοῦ ἀγούϲτου ἔδοκα τὸν γάμπρο μου τὸν προκαθίμενον ὀ̣πιϲο υϲ το ὀϲπιτην του ὑπέρπιρα δʹζ. —A few marginalia.,,,,,,,,,,,,,,,,,
MS_Barocci_126_addition_1,manuscript_951,Barocci,MS_Barocci_126,MS. Barocci 126,manuscript,,MS_Barocci_126,"Various additions: 1 (fol. iii recto) some Latin (?), illegible. 2 a 14th cent. (?) hand has marked the length of single items, e.g. φυλλ βʹ. 3 a 15th cent. hand rectified some omissions of text on fols. 110v, 112v. 4 notes by later owners have been erased on fols. 101v, 142v. 5 pen-trials, etc., on fol. 216v.",,,,,,,,,,,,,,,,,
MS_Barocci_127_addition_1,manuscript_952,Barocci,MS_Barocci_127,MS. Barocci 127,manuscript,,MS_Barocci_127,,,,,,,,,,,,,,,,,,
MS_Barocci_129_addition_1,manuscript_954,Barocci,MS_Barocci_129,MS. Barocci 129,manuscript,,MS_Barocci_129,"Marginalia occasionally by 15th cent. owner, who also wrote a few theological notes on fol. 150v, a sheet of Western paper now glued onto a later sheet inserted by a binder.",,,,,,,,,,,,,,,,,
MS_Barocci_133_addition_1,manuscript_959,Barocci,MS_Barocci_133,MS. Barocci 133,part,MS. Barocci 133 – Part F,MS_Barocci_133-part6,"Additions in contemporary hands: 1 fol. 104r some lines from Euripides Hecuba, in a space originally intended for a diagram. 2 fol. 111v a note on the number and names of the Muses, from this MS. J.A. Cramer, Anecdota Oxoniensia iv, Oxford 1837, pp. 424–5. 3 fol. 112r illegible grammatical note. 4 fol. 112r a note on the life of St Paul, on which see BZ vi (1897), p. 537. 5 fol. 112r obituary notice of 16th April 1293, the name of the deceased illegible.",,,,,,,,,,,,,,,,,
MS_Barocci_136_addition_1,manuscript_962,Barocci,MS_Barocci_136,MS. Barocci 136,manuscript,,MS_Barocci_136,"Fol. iii recto, verso and fol. 246v mainly occupied by pentrials. Fol. iii recto also has part of a literary text, mentioning a certain Aristaenetus and Theophilus – perhaps from a letter by Libanius . On fol. 16v θεοδώρου τοῦ Ϲοφιανοῦ. On fol. iii verso an antistoechia by Maximus Planudes, beg. ἐπειρώμην, pr. M. Treu, BZ v (1896), p. 338.—Some marginalia, partly contemporary with the two scribes, partly of Renaissance date.",,,,Libanius ; Maximus Planudes,person_17225859 person_9857802,,,,,,,,,,BZ,,
MS_Barocci_137_addition_1,manuscript_963,Barocci,MS_Barocci_137,MS. Barocci 137,manuscript,,MS_Barocci_137,Interlinear glosses of Renaissance date on fols. 1–6 and occasionally elsewhere.,,,,,,,,,,,,,,,,,
MS_Barocci_139_addition_1,manuscript_965,Barocci,MS_Barocci_139,MS. Barocci 139,manuscript,,MS_Barocci_139,"1 fol. iv recto: names of the Egyptian months, 16th cent.",,,,,,,,,,,,,,,,,
MS_Barocci_139_addition_2,manuscript_965,Barocci,MS_Barocci_139,MS. Barocci 139,manuscript,,MS_Barocci_139,"2 fol. 232rv (sheet reversed) chrysobull of Andronicus II Imp. Palaeologus , pr. PG 161. 1051 ff., breaks off at 1053B5 μάλιϲτα ϲυναίρεται, = no. 2237 in F. Dölger, Regesten der Kaiserurkunden des oströmischen Reiches von 565–1453, part iv, Munich 1960.",,,,,,,,,,,,Andronicus II Imp. Palaeologus,person_89594853,,PG; Regesten der Kaiserurkunden des oströmischen Reiches von 565–1453,,
MS_Barocci_139_addition_3,manuscript_965,Barocci,MS_Barocci_139,MS. Barocci 139,manuscript,,MS_Barocci_139,"A few marginalia by the scribe, others of the 16th cent., when parts of the text damaged by moisture were re-traced.",,,,,,,,,,,,,,,,,
MS_Barocci_141_addition_1,manuscript_968,Barocci,MS_Barocci_141,MS. Barocci 141,manuscript,,MS_Barocci_141,"Additions and pentrials on fols. i–ii and 251r–253v, the most important being: 1 fol. iv ͵αφλβʹ μαρτίῳ εἰϲ τὰϲ βʹ ἐγήνηκε ϲϲειϲμοϲ πολα τα πλήθη τῶν ἐμῶν πτεϲμάτων Θεοτόκε πρὸϲ ϲε κατέφηγὸν ἀγνὴ δεώμενοϲ ἐπίϲκεψε τὴν ἀϲθενουϲα μου ψυχη· καὶ πρεβεβεβε τὸ υἱῶ ϲου καὶ Θεῶ ἡμῶν δῶθῆνε μοι τὴν ἄφαϲιν· ὃν ἔπραξαϲ δήνη· μόνη εὐλογη μοι.",,,,,,,,,,,,,,,,,
MS_Barocci_141_addition_2,manuscript_968,Barocci,MS_Barocci_141,MS. Barocci 141,manuscript,,MS_Barocci_141,2 fols. 251r–252r some prayers.,,,,,,,,,,,,,,,,,
MS_Barocci_141_addition_3,manuscript_968,Barocci,MS_Barocci_141,MS. Barocci 141,manuscript,,MS_Barocci_141,"3 fol. 253r note beginning γεοργιὸν βήδοθε τόκη ἀντονη γεοργι κόλη κλονάρι. μάρκο κοκαμ.ρατο. This is repeated below at greater length, but the page is damaged.",,,,,,,,,,,,,,,,,
