identifiers: ID,identifiers: URI (BnF),identifiers: URI (GND),identifiers: URI (ISNI),identifiers: URI (LC),identifiers: URI (Mirabile),identifiers: URI (Oxford DNB),identifiers: URI (Pinakes),identifiers: URI (SUDOC),identifiers: URI (VIAF),identifiers: URI (Wikidata),identifiers: other ref(s),identifiers: other URI(s),names: display,names: preferred,names: variant,names: crossref,names: ms,birth: birth,birth: when,birth: not before,birth: not after,birth: certainty,birth: calendar,death: death,death: when,death: not before,death: not after,death: certainty,death: calendar,floruit: floruit,floruit: when,floruit: from,floruit: to,floruit: not before,floruit: not after,floruit: certainty,floruit: calendar,biography: occupation,biography: sex,biography: nationality,biography: lang knowledge,biography: residence,biography: affiliation,bibliography: bibl(s),bibliography: note(s)
person_196,,,,,,,,,,,,,"Reynell, Charles W[eatherby?] [of London, printer, d. 1892?]",,,,,,,,,,,,1892,1892,1892,low,,,,,,,,,,,,,,London,,,
person_197,,,,,,,,,,,,,"Willestrop, Charles, of Wilstrop, late 16th cent.",,,,,,,,,,,,,,,,,,,,,1575,1600,,,,,,,Wilstrop,,,
person_198,,,,,,,,,,,,,"Chatten, 18th cent.",,,,,,,,,,,,,,,,,,,,,1700,1800,,,,,,,,,,
person_199,,,,,,,,,,,,,"Froddinggame, Christofer, 16th cent.",,,,,,,,,,,,,,,,,,,,,1500,1600,,,,,,,,,,
person_200,,,,,,,,,,,DBI,http://www.treccani.it/enciclopedia/cristoforo-duodo_(Dizionario-Biografico)/,"Duodo, Christoforo, 1418–1496, of Venice",,,,,,1418,1418,1418,,,,1496,1496,1496,,,,,,,,,,,,,,,Venice,,,
person_201,,,,,,,,,,,,,"Luino, fr. Christoforus de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_202,,,,,,,,,,,,,"Feelsen, Christopher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_203,,,,,,,,,,,,,"Peyton, Christopher, fl. 1547",,,,,,,,,,,,,,,,,,1547,1547,1547,1547,1547,,,,,,,,,,
person_204,,,,,,,,,,,,,"Tootell, Christopher, late 16th cent.",,,,,,,,,,,,,,,,,,,,,1575,1600,,,,,,,,,,
person_205,,,,,,,,,,,,,"Mayhew, Lady Cicely, 20th cent.",,,,,,,,,,,,,,,,,,,,,1900,2000,,,,female,,,,,,
person_206,,,,,,,,,,,,,"Morelez, Citi, fl. 1069, of Sta. Maria in Villasirga",,,,,,,,,,,,,,,,,1069,,,,,,,,,,,,Sta. Maria in Villasirga,,,
person_208,,,,,,,,,,,,,"Morlot, François Claude, O.Cist., Abbot of l'Esclache, near Clermont (Puys de Domes), fl. 1815",,,,,,,,,,,,,,,,,,1815,1815,1815,1815,1815,,,,,,,"l'Esclache, near Clermont (Puys de Domes)",,,
person_209,,,,,,,,,,,,,"Claudios alias Ptolemaios, 2nd cent.",,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,,,,
person_210,,,,,,,,,,,,,"Charnells, Clemencia widow of William de, of Snareston (Leics.), late 13th cent.",,,,,,,,,,,,,,,,,,,,,1290,1300,,,,,,,Snareston,,,
person_211,,,,,,,,,,,,,"Clifford, family, of Frampton Court, Glos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frampton Court,,,
person_212,,,,,,,,,,,British Armorial Bindings,https://armorial.library.utoronto.ca/content/cogger-or-elsworth,"Cogger, family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_213,,,,,,,,,,,,,"Towneley, Col. Charles (1803–76)",,,,,,1803,1803,1803,,,,1876,1876,1876,,,,,,,,,,,,,,,,,,
person_214,,,,,,,,,,,Wikipedia,https://en.wikipedia.org/wiki/John_Lowther_du_Plat_Taylor,"Taylor, Col. S. J. du Plat (1865–1936)",,,,,,1865,1865,1865,,,,1936,1936,1936,,,,,,,,,,,,,,,,,,
person_215,,,,,,,,,,,,,"Howard, Col. Henry Richard Lloyd, of Wygfair, Denb. (1853–1922)",,,,,,1853,1853,1853,,,,1922,1922,1922,,,,,,,,,,,,,,,Wygfair,,,
person_216,,,,,,,,,,,,,"Rassatti, Columbus, mid–15th cent.",,,,,,,,,,,,,,,,,,,,,1440,1460,,,,,,,,,,
person_217,,,,,,,,,,,,,"Casali, Conradus de Arditis de, fl. 1461",,,,,,,,,,,,,,,,,,1461,1461,1461,1461,1461,,,,,,,,,,
person_218,,,,,,,,,,,,,"Cella, Conradus de, late 12th cent.",,,,,,,,,,,,,,,,,,,,,1190,1200,,,,,,,,,,
person_220,,,,,,,,,,,,,"Cope, family, of Bramshill, Hants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bramshill,,,
person_221,,,,,,,,,,,Bod-Inc,http://incunables.bodleian.ox.ac.uk/provenance/record/111,"Almeni, Cosimo, of Florence, cavaliere of the Tuscan Order of S. Stephano, 17th cent. (?)",,,Cosimo Almeni,,,,,,,,,,,,,,,,,,1600,1700,medium,,,,,,Florence,,,
person_222,,,,,,,,,,,,,"Iusta, countess [of Carrión (?)], fl. 1069",,,,,,,,,,,,,,,,,,1069,1069,1069,1069,1069,,,,female,,,,,,
person_223,,,,,,,,,,,,,"Bruschi, Crispolto, fl. 1608",,,,,,,,,,,,,,,,,,1608,1608,1608,1608,1608,,,,,,,,,,
person_229,,,,,,,,,,,,,"Cunradus, 12th cent. (?)",,,,,,,,,,,,,,,,,,,,,1100,1200,low,,,,,,,,,
person_230,,,,,,,,,,,,,"Henley Welch, D. F., esq., of Leck Hall, Carnforth, Lancs. (d. 1952 (?))",,,,,,,,,,,,1952,1952,1952,medium,,,,,,,,,,,,,,"Leck Hall, Carnforth, Lancs.",,,
person_231,,,,,,,,,,,,,"Julianus, D., of Padua, 15th cent., 2nd half",,,,,,,,,,,,,,,,,,,,,1450,1500,,,,,,,Padua,,,
person_233,,,,,,,,,,,,,"Daiph antus , 3rd cent. BC",,,,,,,,,,,,,,,,,,,,,-300,-200,,,,,,,,,,
person_234,,,,,,,,,,,,,"Hughson, dame Thomas, of Norwich, 16th cent.",,,,,,,,,,,,,,,,,,,,,1500,1600,,,,female,,,Norwich,,"Blomfield, Topographical Hist. of Norfolk IV 7, 327",
person_235,,,,,,,,,,,,,"Askew, David, of Pallinsburn, Northumberland (1863–1912)",,,,,,1863,1863,1863,,,,1912,1912,1912,,,,,,,,,,,,,,,Pallinsburn,,,
person_236,,,,,,,,,,,,,"Swan, David, fl. 1791–3",,,,,,,,,,,,,,,,,,,,,1791,1793,,,,,,,,,,
person_238,,,,,,,,,,,,,"Birstorff, Desiderius (Didier) de, fl. c. 1457–1510",,,,,,,,,,,,,,,,,,,,,1457,1510,,,,,,,,,"A. C. de la Mare, Catalogue of the Collection of Medieval Manuscripts Bequeathed to the Bodleian Library Oxford by James P. R. Lyell (Oxford, 1971), p. 291",
person_239,,,,,,,,,,,,,"Despenser, family of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.E.C.,
person_240,,,,,,,,,,,,,"Devereux (unidentified), viscount Hereford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_242,,,,,,,,,,,,,"Castello, Dionisius de, priest of S. Giovanni in Conca, Milan, fl. 1464–5",,,,,,,,,,,,,,,,,,,,,1464,1465,,,,,,,Milan,,,
person_243,,,,,,,,,,,,,"Dionysius, late 1st cent.",,,,,,,,,,,,,,,,,,,,,90,100,,,,,,,,,,
person_244,,,,,,,,,,,,,"Dioskurides, 3rd cent. BC",,,,,,,,,,,,,,,,,,,,,-300,-200,,,,,,,,,,
person_249,,,,,,,,,,,,,"..., dom. Wylliam, 15th–16 cent. (?)",,,,,,,,,,,,,,,,,,,,,1400,1600,medium,,,,,,,,,
person_251,,,,,,,,,,,,,"Pollini, Domenico di Niccolò (1395–1473)",,,,,,1395,1395,1395,,,,1473,1473,1473,,,,,,,,,,,,,,,,,"Albinia de la Mare, 'New Research on Humanistic Scribes in Florence', in Miniatura fiorentina del Rinascimento, 1440–1525: un primo censimento, ed. by Annarosa Garzelli, 2 vols, ([Florence]: Giunta regionale toscana, 1985), I, pp. 395–574 (pp. 492–3)",
person_252,,,,,,,,,,,,,"Narnia, Dominicus Cassii de, mid–15th cent.",,,,,,,,,,,,,,,,,,,,,1440,1460,,,,,,,,,"Albinia de la Mare, 'New Research on Humanistic Scribes in Florence', in Miniatura fiorentina del Rinascimento, 1440–1525: un primo censimento, ed. by Annarosa Garzelli, 2 vols, ([Florence]: Giunta regionale toscana, 1985), I, pp. 395–574 (p. 492)",
person_253,,,,,,,,,,,,,"Bertrandus, Dominus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_254,,,,,,,,,,,,,"Bragadenus, dom. Dominicus, lecturer at Venice c. 1456",,,,,,,,,,,,,,,,,,1456,1456,1456,1456,1456,,,,,,,Venice,,,
person_255,,,,,,,,,,,,,"Sefton, dom. Henricus, 15th cent.",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,,,,
person_256,,,,,,,,,,,,,"Ato, bishop of Ostia [possibly Odo II, fl. c. 1094–1106, but more probably spurious]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P. A. Hayward, 'The miracula inventionis beate Mylburge virginis attributed to 'the Lord Ato, Cardinal Bishop of Ostia', English Historical Review 114 (1999), 543–73 (549–54)",
person_257,,,,,,,,,,,,,"W ulf spett, dom. John, monk of Bury St. Edmunds (?), 15th cent.",,,John Wulfspett,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,Bury St. Edmunds,O.S.B.,,
person_259,,,,,,,,,,,,,"Varona Lapata (Zapata (?)), Luis, 17th cent.",,,"Luis Varona Lapata (?); Lapata (?), Luis Varona; Zapata (?), Luis Varona",,,,,,,,,,,,,,,,,,1600,1700,,,,,,,,,,
person_260,,,,,,,,,,,,,"Okhellay, Donatus, monk of Monasterevin, fl. 1501",,,,,,,,,,,,,,,,,,1501,1501,1501,1501,1501,,,,,,,,,,
person_261,,,,,,,,,,,,,"Fetiplace, Dorithe, 16th cent.",,,,,,,,,,,,,,,,,,,,,1500,1600,,,,,,,,,,
person_262,,,,,,,,,,,,,"Humberd, Dr. Charles, 18th–19th cent. (?)",,,,,,,,,,,,,,,,,,,,,1750,1850,low,,,,,,,,,
person_263,,,,,,,,,,,,,"Taylor, Dr. Charles (d. 1836)",,,,,,,,,,,,1836,1836,1836,,,,,,,,,,,,,,,,,,
person_264,,,,,,,,,,,,,"Prattinton, Dr. Peter, of Bewdely, 1776–1840, antiquary",,,,,,1776,1776,1776,,,,1840,1840,1840,,,,,,,,,,,,,,,Bewdley,,,
person_265,,,,,,,,,,,,,"Droet, 15th cent.",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,France,,,
person_267,,,,,,,,,,,,,"Pelham-Clinton, Henry Pelham Archibald Douglas (1864–1928), 7th Duke of Newcastle under Lyne",,,,,,1864,1864,1864,,,,1928,1928,1928,,,,,,,,,,,,,,,Clumber Park,,,
person_268,,,,,,,,,,,,,"Milan, dukes of",,,Sforza; Visconti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_269,,,,,,,,,,,,,"Clinton, family, Dukes of Newcastle under Lyme",,,Pelham-Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_270,,,,,,,,,,,,,"Gardner, E. B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_271,,,,,,,,,,,Leeds University Library; CERL Thesaurus,https://library.leeds.ac.uk/special-collections/collection/1444 https://thesaurus.cerl.org/record/cnp01447939,"Crawshaw, Edward (1842–1922), of Tollington Park, London",,,,,,1842,1842,1842,,,,1922,1922,1922,,,,,,,,,,,,,,,"Tollington Park, London",,,
person_275,,,,,,,,,,,,,"Ettlinger, Mrs. E., fl. 1954",,,,,,,,,,,,,,,,,,1954,1954,1954,1954,1954,,,,female,,,,,,
person_276,,,,,,,,,,,,,"Dring, E. H., manager/managing director of Quaritch, fl. 1913–27",,,,,,,,,,,,,,,,,,,,,1913,1927,,,,,,,,,,
person_277,,,,,,,,,,,,,"Moor, E. L., fl. 1980",,,,,,,,,,,,,,,,,,1980,1980,1980,1980,1980,,,,,,,,,,
person_278,,,,,,,,,,,,,"Dring, E. M. (d. 1990), managing director of Quaritch",,,,,,,,,,,,1990,1990,1990,,,,,,,,,,,,,,,,,,
person_279,,,,,,,,,,,,,"E. P., fl. c. 1701",,,,,,,,,,,,,,,,,,1701,1701,1701,1701,1701,,,,,,,,,,
person_280,,,,,,,,,,,,,"Jacobsen, E. P., 19th–20th cent.",,,,,,,,,,,,,,,,,,,,,1850,1950,medium,,,,,,,,,
person_282,,,,,,,,,,,,,"Hope, family, earls of Hopetoun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_283,,,,,,,,,,,,,"Goxd , Edmond, 14th cent.",,,Edmond Goxd (?),,,,,,,,,,,,,,,,,,1300,1400,,,,,,,,,,
person_284,,,,,,,,,,,,,"Felton, Edmund (d. 1542), of Pentlow, Essex",,,,,,,,,,,,1542,1542,1542,,,,,,,,,,,,,,,Pentlow,,,
person_285,,,,,,,,,,,,,"Audley, Edmund (c. 1439–1524), bishop of Salisbury",,,,,,1439,1439,1439,medium,,,1524,1524,1524,,,,,,,,,,,,,,,,,,
person_286,,,,,,,,,,,,,"Sancto Andrea, Edmund de, canon of Worksop, 14th–15th cent.",,,,,,,,,,,,,,,,,,,,,1300,1500,,,,,,,Worksop,,,
person_287,,,,,,,,,,,Wikipedia,https://en.wikipedia.org/wiki/Edward_Charlton_(historian),"Charlton, Edward, M.D., of North Tynedale, fl. 1861–70",,,,,,,,,,,,,,,,,,,,,1861,1870,,,,,,,North Tynedale,,,
person_289,,,,,,,,,,,,,"Langford, Edward, fl. 1611",,,,,,,,,,,,,,,,,,1611,1611,1611,1611,1611,,,,,,,,,,
person_290,,,,,,,,,,,,,"Powell, Edward, 17th cent.",,,,,,,,,,,,,,,,,,,,,1600,1700,,,,,,,,,,
person_291,,,,,,,,,,,,,"Edwardus, 15th cent.",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,,,,
person_292,,,,,,,,,,,,,"Egino, monk of Niederalteich (?), 9th cent.",,,,,,,,,,,,,,,,,,,,,800,900,,,,,,,Germany,,"Daniela Mairhofer, Medieval Manuscripts from Würzburg in the Bodleian Library, Oxford: A Descriptive Catalogue (Oxford, 2014), p. 437.",
person_293,,,,,,,,,,,,,"Gratus, of Ravenna (?), fl. c. 550",,,,,,,,,,,,,,,,,,550,550,550,550,550,,,,,,,Ravenna,,,
person_294,,,,,,,,,,,,,"Pudsey, Elizabeth (d. 1620)",,,,,,,,,,,,1620,1620,1620,,,,,,,,,,,,,,,,,,
person_295,,,,,,,,,,,British Armorial Bindings,https://armorial.library.utoronto.ca/content/cogger-or-elsworth,"Ellesworth (Elsworth), family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_297,,,,,,,,,,,,,"Tethour, Elysabethe, of Yorkshire, late 16th cent.",,,,,,,,,,,,,,,,,,,,,1575,1600,,,,,,,"Yorkshire, West Riding",,,
person_298,,,,,,,,,,,,,"Burges, Emmota, of New Windsor (d. 1448)",,,,,,,,,,,,1448,1448,1448,,,,,,,,,,,,,,,New Windsor,,,
person_302,,,,,,,,,,,,,"Erizzo, family, of Venice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venice,,,
person_303,,,,,,,,,,,Wikipedia,https://en.wikipedia.org/wiki/Ernest_of_Bavaria_(1500%E2%80%931560),"Wittelsbach, Ernest, 1500–60, administrator (1540–54) of Salzburg",,,,,,1500,1500,1500,,,,1560,1560,1560,,,,,,,,,,,,,,,,,,
person_305,,,,,,,,,,,,,"Ernouls of Amiens, early 14th cent.",,,,,,,,,,,,,,,,,,,,,1300,1310,,,,,,,,,,
person_306,,,,,,,,,,,,,"Chasser, Eug., of Grenoble, fl. 1883",,,,,,,,,,,,,,,,,,1883,1883,1883,1883,1883,,,,,,,Grenoble,,,
person_308,,,,,,,,,,,,,"Eutyches, early 1st cent.",,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,
person_309,,,,,,,,,,,,,"Brooke, F. C. [Francis Capper, d. 1886 (?)]",,,,,,,,,,,,1886,1886,1886,low,,,,,,,,,,,,,,,,,
person_310,,,,,,,,,,,,,"F. Castella fu G., Naples, 20th cent.",,,,,,,,,,,,,,,,,,,,,1900,2000,,,,,,,Naples,,,
person_311,,,,,,,,,,,,,"Norris, Francis Edward Boshear (d. 1966)",,,,,,,,,,,,1966,1966,1966,,,,,,,,,,,,,,,,,"'The Norris donation', Bodleian Library Record 4/3 (1952), 121",
person_322,,,,,,,,,,,,,"Fouyt, F., 16th cent.",,,,,,,,,,,,,,,,,,,,,1500,1600,,,,,,,,,,
person_323,,,,,,,,,,,Christ Church Oxford Fallen Alumni,http://www.chch.ox.ac.uk/fallen-alumni/captain-frank-woolf-haldstein,"Haldinstein, F. W. (1894–1917 (?))",,,,,,1894,1894,1894,medium,,,1917,1917,1917,medium,,,,,,,,,,,,,,,,,
person_324,,,,,,,,,,,,,"Potts Hicks, F. W., fl. 1950",,,,,,,,,,,,,,,,,,1950,1950,1950,1950,1950,,,,,,,,,,
person_325,,,,,,,,,,,,,"F.S.G.M., 15th cent. (?)",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,,,,
person_326,,,,,,,,,,,,,"Wysbeche, fr. John, 14th cent.",,,Johannes Wysbeche,,,,,,,,,,,,,,,,,,1300,1400,,,,,,,,,,
person_327,,,,,,,,,,,,,"Fabian (before 1167 - 1223), subprior of St. Albans Abbey",,,,,,,,1167,,,,1223,1223,1223,,,,,,,,,,,,,,,,,,
person_332,,,,,,,,,,,,,Filippo da Massa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_333,,,,,,,,,,,,,"Finnlaech Ó Cathasaigh, 15th cent.",,,"Cathasaigh, Finnlaech Ó",,,,,,,,,,,,,,,,,,1400,1500,,,,,,,,,,
person_334,,,,,,,,,,,,,"Fitznell, family, of Ewell, Surrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewell,,,
person_335,,,,,,,,,,,,,Four Masters (medical glossators),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_336,,,,,,,,,,,,,"Four Masters (commentators on the Rule of St. Francis, 1242)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_337,,,,,,,,,,,,,"Flavius Panodorus, cancellarius, 6th cent.",,,,,,,,,,,,,,,,,,,,,500,600,,,,,,,,,,
person_338,,,,,,,,,,,,,"Tyretha, Floravantus son of Johannes, of Treviso, fl. 1467",,,,,,,,,,,,,,,,,,1467,1467,1467,1467,1467,,,,,,,Treviso,,,
person_339,,,,,,,,,,,,,"Hodgkin, Fly:(?), 17th cent.",,,,,,,,,,,,,,,,,,,,,1600,1700,,,,,,,,,,
person_340,,,,,,,,,,,,,"Forese de Sacchettis of Arezzo, fl. 1419",,,,,,,,,,,,,,,,,,1419,1419,1419,1419,1419,,,,,,,Arezzo,,,
person_342,,,,,,,,,,,,,"Anastasio, OFM, 13th cent. (?), translator of Virgil's Aeneid (?)",,,,,,,,,,,,,,,,,,,,,1200,1300,low,,,,,,,,"E. Bertin, 'I tre volgarizzamenti dell'Eneide in compendio: caratteristiche e rapporti tra i testi secondo le testimonianze antiche', StEFI-Studi di Erudizione e di Filologia Italiana (2014), 5–58 [not seen]",
person_343,,,,,,,,,,,,,"Gassino, fr. Bartholomeus de, of Pavia (?), fl. 1460–1",,,,,,,,,,,,,,,,,,,,,1460,1461,,,,,,,Pavia,,,
person_344,,,,,,,,,,,,,"Estienne, fr., of Boissier Isaac (?), fl. 1566",,,,,,,,,,,,,,,,,,1566,1566,1566,1566,1566,,,,,,,Boissier Isaac,,,
person_345,,,,,,,,,,,,,"Bugnies, fr. Julien de, of Boissier Isaac (?), fl. 1566",,,,,,,,,,,,,,,,,,1566,1566,1566,1566,1566,,,,,,,Boissier Isaac,,,
person_346,,,,,,,,,,,,,"Lamesa, fr. Lazarus de, of Venice (?), fl. 1473",,,,,,,,,,,,,,,,,,1473,1473,1473,1473,1473,,,,,,,Venice,,,
person_347,,,,,,,,,,,,,"Milan, fr. Philippus of, fl. 1493",,,,,,,,,,,,,,,,,,1493,1493,1493,1493,1493,,,,,,,Lombardy,,,
person_348,,,,,,,,,,,,,"Alemania, fr. Stephanus de, of Villanova, fl. 1500",,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,,,,,,,Villanova (Olivetan monastery),,,
person_349,,,,,,,,,,,,,"Fortunato, fra, of Monte Oliveto, fl. 1459",,,,,,,,,,,,,,,,,,1459,1459,1459,1459,1459,,,,,,,Monte Oliveto (abbey),,,
person_350,,,,,,,,,,,,,"Padova, fra Gabriele de, 15th cent.",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,,,,
person_351,,,,,,,,,,,,,"..., Francesco, of Florence (?), fl. 1461",,,,,,,,,,,,,,,,,,1461,1461,1461,1461,1461,,,,,,,,,,
person_353,,,,,,,,,,,,,"Foscarini, Francesco, podestà of Bassano , 1533",,,,,,,,,,,,,,,,,,1533,1533,1533,1533,1533,,,,,,,,,,
person_354,,,,,,,,,,,,,"Maripetro (Malipiero), Francesco, podestà of Noale near Treviso , 1548",,,,,,,,,,,,,,,,,,1548,1548,1548,1548,1548,,,,,,,,,,
person_358,,,,,,,,,,,,,"Medici, Francesco di Giuliano de', fl. 1483",,,,,,,,,,,,,,,,,,1483,1483,1483,1483,1483,,,,,,,,,,
person_359,,,,,,,,,,,,,"Coleridge, Francis, of Ottery St. Mary, fl. 1847",,,,,,,,,,,,,,,,,,1847,1847,1847,1847,1847,,,,,,,Ottery St. Mary,,,
person_360,,,,,,,,,,,,,"Daunde, Francis, of Yorkshire, late 16th cent.",,,,,,,,,,,,,,,,,,,,,1575,1600,,,,,,,Yorkshire,,,
person_363,,,,,,,,,,,,,"Baux (Balso), Francis (Francesco) de, duke of Andria, fl. c. 1450",,,"Andria, duke of; Francesco de Baux",,,,,,,,,,,,,,,1450,1450,1450,1450,1450,medium,,,,,,,,,
person_364,,,,,,,,,,,,,"Petrinus, Franciscus, fl. 1453",,,,,,,,,,,,,,,,,,1453,1453,1453,1453,1453,,,,,,,,,,
person_365,,,,,,,,,,,,,"Taurus, Franciscus, of Rimini, fl. 1470",,,,,,,,,,,,,,,,,,1470,1470,1470,1470,1470,,,,,,,Rimini,,,
person_366,,,,,,,,,,,,,"Eneaxio, Franciscus de, of Padua, doctor artium, fl. 1463",,,,,,,,,,,,,,,,,,1463,1463,1463,1463,1463,,,,,,,Padua,,,
person_367,,,,,,,,,,,,,"Gratiolis, Franciscus de, canonist, of Imola, fl. c. 1400 (?)",,,,,,,,,,,,,,,,,,1400,1400,1400,1400,1400,medium,,,,,,Imola,,,
person_368,,,,,,,,,,,"Papers of F. R. L. Goadby (collection level description, Bodleian Library)",http://www.bodley.ox.ac.uk/dept/scwmss/wmss/online/blcas/goadby-frl.html,"Goadby, Frank Reginald Lindsay (1899–1985)",,,,,,1899,1899,1899,,,,1985,1985,1985,,,,,,,,,,,,,,,,,,
person_369,,,,,,,,,,,,,"Nicot, François, fl. 1732",,,,,,,,,,,,,,,,,,1732,1732,1732,1732,1732,,,,,,,,,,
person_370,,,,,,,,,,,,,"Bellinus, fr., fl. 1469",,,,,,,,,,,,,,,,,,1469,1469,1469,1469,1469,,,,,,,,,,
person_371,,,,,,,,,,,,,"Hieronymus, fr., 'eremita de Ytalia' (active in France), fl. 1460–1",,,,,,,,,,,,,,,,,,,,,1460,1461,,,,,Italian,,France,,,
person_372,,,,,,,,,,,,,"Schwayckofer, fr., monk of Sts. Ulrich and Afra, Neresheim, Württemburg, fl. 1534",,,,,,,,,,,,,,,,,,1534,1534,1534,1534,1534,,,,,,,"Württemburg, monastery of SS. Ulrich and Afra",,,
person_373,,,,,,,,,,,,,"Vitalis, fr., canon regular of the S. Maria a Vado Ferrara, fl. 1484",,,,,,,,,,,,,,,,,,1484,1484,1484,1484,1484,,,,,,,"S. Maria a Vado, Ferrara",,,
person_375,,,,,,,,,,,British Armorial Bindings,https://armorial.library.utoronto.ca/content/perkins-frederick,"Perkins, Frederick, of Chipstead Place (1780–1860)",,,,,,1780,1780,1780,,,,1860,1860,1860,,,,,,,,,,,,,,,,,,
person_376,,,,,,,,,,,,,"Paul, fr., of Perpignan, fl. 1490",,,,,,,,,,,,,,,,,,1490,1490,1490,1490,1490,,,,,,,Perpignan,,,
person_377,,,,,,,,,,,,,"Panzano, Fruosino da, of Florence, fl. 1450",,,Fruosino da Panzano,,,,,,,,,,,,,,,1450,1450,1450,1450,1450,,,,,,,Florence,,"Ullman & Stadter, The public library of renaissance Florence, 43–4",
person_378,,,,,,,,,,,,,"Lowe, G. B., fl. 1931",,,,,,,,,,,,,,,,,,1931,1931,1931,1931,1931,,,,,,,,,,
person_379,,,,,,,,,,,,,"Cooke-Yarborough, George Eustace, of Campsmount, Yorks. (1876–1938)",,,,,,1876,1876,1876,,,,1938,1938,1938,,,,,,,,,,,,,,,Campsmount,,"Burke's Peerage, Baronetage and Knightage (1970) I.630",
person_381,,,,,,,,,,,,,"Driver, G. R., fl. 1930",,,,,,,,,,,,,,,,,,1930,1930,1930,1930,1930,,,,,,,,,,
person_382,,,,,,,,,,,"VCH, Yorkshire, East Riding, VII.295–301",http://www.british-history.ac.uk/vch/yorks/east/vol6/pp295-301,"Sumner, Gilyatt, of Woodmansey, Yorks. (1793–1875)",,,,,,1793,1793,1793,,,,1875,1875,1875,,,,,,,,,,,,,,,Woodmansey,,"Catalogue of the very Valuable Collection of Old Manuscripts (many beautifully illuminated), Deeds, Documents, and Scrolls ; Antique Oak Furniture, richly carved and inlaid, Carved Oak Figures, Roman, Old British, and other Coins and Antiquities ; Alms Dishes and Flagons ; Eight inlaid Mahogany Bookcases ; and a Valuable Library of about 5,000 vols. of Antique and Modern Literature ; several Oil Paintings, etc., etc. Collected (with great care) during a period extending over 6o years, by the late Gillyat Sumner, Esq., of Woodmansey, near Beverley. . . . The whole of which will be sold without reserve by Mr. Christopher Greensides, in the Assembly Rooms, Beverley, on Wednesday, the 31st October, 1877",
person_383,,,,,,,,,,,,,"Vale, G., Head of Classics at Reading School, 20th cent.",,,,,,,,,,,,,,,,,,,,,1900,2000,,,,,,,,,,
person_384,,,,,,,,,,,,,"Pacy, G. de, escolastre and canon of St. Peter, Lille, fl. 1435",,,,,,,,,,,,,,,,,,1435,1435,1435,1435,1435,,,,,,,"St. Peter, Lille",,,
person_385,,,,,,,,,,,,,"G.R., London binder, fl. c. 1523–35",,,,,,,,,,,,,,,,,,,,,1523,1535,,,,,,,,,"J. Basil Oldham, Blind panels of English binders (Cambridge, 1958), index s.n.",
person_387,,,,,,,,,,,,,"Strata, Gaspare de la, of Lombardy, 15th cent.",,,,,,,,,,,,,,,,,,,,,1400,1500,,,,,,,Lombardy,,,
person_388,,,,,,,,,,,,,"Poeta, Gentilis, citizen and notary of Bologna, fl. 1449",,,,,,,,,,,,,,,,,,1449,1449,1449,1449,1449,,,,,,,Bologna,,,
person_389,,,,,,,,,,,,,"Stawell, Geoffrey de, of Somerset (?), fl. 1345",,,,,,,,,,,,,,,,,,1345,1345,1345,1345,1345,,,,,,,Somerset,,,
person_390,,,,,,,,,,,,,"Tressy (Troissy), Geoffroy de, bishop of Meaux (sedit 1208–13)",,,,,,,,,,,,,,,,,,,,,1208,1215,,,,,,,,,"C. Eubel, Hierarchia catholica medii aevi... ab anno 1198, 8 vols (Münster, 1913–1978), vol. I, p. 333 in Brepolis Medieval Encyclopaedias - Europa Sacra Online (http://www.brepolis.net/)",
person_391,,,,,,,,,,,,,"Hodgkin, George, 17th cent.",,,,,,,,,,,,,,,,,,,,,1600,1700,,,,,,,,,,
